GEO (Labels),Level ,Value Column Name,Value
"Kujawsko-Pomorskie","Levels 3 - 4","Unemployment","12.4"
"Kujawsko-Pomorskie","Levels 3 - 4","Variance Analysis (Unemployment)","0.26530612244897955"
"Kujawsko-Pomorskie","Levels 5 - 8","Unemployment","6"
"Kujawsko-Pomorskie","Levels 5 - 8","Variance Analysis (Unemployment)","0.07692307692307693"
"Dolnoslaskie","All Levels","Unemployment","11.1"
"Dolnoslaskie","All Levels","Variance Analysis (Unemployment)","0.018348623853210944"
"Dolnoslaskie","Levels 0-2","Unemployment","25.4"
"Dolnoslaskie","Levels 0-2","Variance Analysis (Unemployment)","0.35106382978723394"
"Dolnoslaskie","Levels 3 - 4","Unemployment","12"
"Dolnoslaskie","Levels 3 - 4","Variance Analysis (Unemployment)","0.22448979591836726"
"Dolnoslaskie","Levels 5 - 8","Unemployment","5.3"
"Dolnoslaskie","Levels 5 - 8","Variance Analysis (Unemployment)","0.18461538461538468"
"Podkarpackie","All Levels","Unemployment","13.3"
"Podkarpackie","All Levels","Variance Analysis (Unemployment)","0.22018348623853215"
"Podkarpackie","Levels 0-2","Unemployment","16.2"
"Podkarpackie","Levels 0-2","Variance Analysis (Unemployment)","0.1382978723404256"
"Podkarpackie","Levels 3 - 4","Unemployment","14.6"
"Podkarpackie","Levels 3 - 4","Variance Analysis (Unemployment)","0.4897959183673468"
"Podkarpackie","Levels 5 - 8","Unemployment","8.8"
"Podkarpackie","Levels 5 - 8","Variance Analysis (Unemployment)","0.35384615384615403"
"Yugoiztochen","All Levels","Unemployment","12"
"Yugoiztochen","All Levels","Variance Analysis (Unemployment)","0.10091743119266053"
"Yugoiztochen","Levels 0-2","Unemployment","25.1"
"Yugoiztochen","Levels 0-2","Variance Analysis (Unemployment)","0.3351063829787234"
"Yugoiztochen","Levels 3 - 4","Unemployment","10.8"
"Yugoiztochen","Levels 3 - 4","Variance Analysis (Unemployment)","0.10204081632653059"
"Yugoiztochen","Levels 5 - 8","Unemployment","4.8"
"Yugoiztochen","Levels 5 - 8","Variance Analysis (Unemployment)","0.26153846153846155"
"Severovýchod","All Levels","Unemployment","8"
"Severovýchod","All Levels","Variance Analysis (Unemployment)","0.26605504587155965"
"Severovýchod","Levels 0-2","Unemployment","34"
"Severovýchod","Levels 0-2","Variance Analysis (Unemployment)","0.8085106382978722"
"Severovýchod","Levels 3 - 4","Unemployment","6.6"
"Severovýchod","Levels 3 - 4","Variance Analysis (Unemployment)","0.32653061224489804"
"Severovýchod","Levels 5 - 8","Unemployment","4"
"Severovýchod","Levels 5 - 8","Variance Analysis (Unemployment)","0.3846153846153847"
"Berlin","All Levels","Unemployment","10.4"
"Berlin","All Levels","Variance Analysis (Unemployment)","0.04587155963302751"
"Berlin","Levels 0-2","Unemployment","27"
"Berlin","Levels 0-2","Variance Analysis (Unemployment)","0.4361702127659574"
"Berlin","Levels 3 - 4","Unemployment","10.3"
"Berlin","Levels 3 - 4","Variance Analysis (Unemployment)","0.05102040816326529"
"Berlin","Levels 5 - 8","Unemployment","4.5"
"Berlin","Levels 5 - 8","Variance Analysis (Unemployment)","0.3076923076923077"
"Swietokrzyskie","All Levels","Unemployment","13.2"
"Swietokrzyskie","All Levels","Variance Analysis (Unemployment)","0.21100917431192653"
"Swietokrzyskie","Levels 0-2","Unemployment","14.9"
"Swietokrzyskie","Levels 0-2","Variance Analysis (Unemployment)","0.20744680851063835"
"Swietokrzyskie","Levels 3 - 4","Unemployment","14.3"
"Swietokrzyskie","Levels 3 - 4","Variance Analysis (Unemployment)","0.4591836734693877"
"Swietokrzyskie","Levels 5 - 8","Unemployment","9.8"
"Swietokrzyskie","Levels 5 - 8","Variance Analysis (Unemployment)","0.5076923076923078"
"Zachodniopomorskie","All Levels","Unemployment","10.9"
"Zachodniopomorskie","All Levels","Variance Analysis (Unemployment)","0"
"Zachodniopomorskie","Levels 0-2","Unemployment","24.5"
"Zachodniopomorskie","Levels 0-2","Variance Analysis (Unemployment)","0.3031914893617021"
"Zachodniopomorskie","Levels 3 - 4","Unemployment","11.3"
"Zachodniopomorskie","Levels 3 - 4","Variance Analysis (Unemployment)","0.1530612244897959"
"Zachodniopomorskie","Levels 5 - 8","Unemployment","5.5"
"Zachodniopomorskie","Levels 5 - 8","Variance Analysis (Unemployment)","0.15384615384615385"
"Leipzig","All Levels","Unemployment","9.5"
"Leipzig","All Levels","Variance Analysis (Unemployment)","0.1284403669724771"
"Leipzig","Levels 0-2","Unemployment","27.6"
"Leipzig","Levels 0-2","Variance Analysis (Unemployment)","0.46808510638297873"
"Leipzig","Levels 3 - 4","Unemployment","11.4"
"Leipzig","Levels 3 - 4","Variance Analysis (Unemployment)","0.16326530612244894"
"Leipzig","Levels 5 - 8","Unemployment","3"
"Leipzig","Levels 5 - 8","Variance Analysis (Unemployment)","0.5384615384615384"
"Makroregion Poludniowo-Zachodni","All Levels","Unemployment","10.7"
"Makroregion Poludniowo-Zachodni","All Levels","Variance Analysis (Unemployment)","0.018348623853211107"
"Makroregion Poludniowo-Zachodni","Levels 0-2","Unemployment","24"
"Makroregion Poludniowo-Zachodni","Levels 0-2","Variance Analysis (Unemployment)","0.276595744680851"
"Makroregion Poludniowo-Zachodni","Levels 3 - 4","Unemployment","11.4"
"Makroregion Poludniowo-Zachodni","Levels 3 - 4","Variance Analysis (Unemployment)","0.16326530612244894"
"Makroregion Poludniowo-Zachodni","Levels 5 - 8","Unemployment","5.3"
"Makroregion Poludniowo-Zachodni","Levels 5 - 8","Variance Analysis (Unemployment)","0.18461538461538468"
"Hungary","All Levels","Unemployment","11"
"Hungary","All Levels","Variance Analysis (Unemployment)","0.009174311926605472"
"Hungary","Levels 0-2","Unemployment","24.8"
"Hungary","Levels 0-2","Variance Analysis (Unemployment)","0.3191489361702127"
"Hungary","Levels 3 - 4","Unemployment","10.8"
"Hungary","Levels 3 - 4","Variance Analysis (Unemployment)","0.10204081632653059"
"Hungary","Levels 5 - 8","Unemployment","4.5"
"Hungary","Levels 5 - 8","Variance Analysis (Unemployment)","0.3076923076923077"
"Makroregion Centralny","All Levels","Unemployment","11.8"
"Makroregion Centralny","All Levels","Variance Analysis (Unemployment)","0.08256880733944957"
"Makroregion Centralny","Levels 0-2","Unemployment","19"
"Makroregion Centralny","Levels 0-2","Variance Analysis (Unemployment)","0.010638297872340387"
"Makroregion Centralny","Levels 3 - 4","Unemployment","12.4"
"Makroregion Centralny","Levels 3 - 4","Variance Analysis (Unemployment)","0.26530612244897955"
"Makroregion Centralny","Levels 5 - 8","Unemployment","7.7"
"Makroregion Centralny","Levels 5 - 8","Variance Analysis (Unemployment)","0.18461538461538468"
"Lódzkie","All Levels","Unemployment","11.1"
"Lódzkie","All Levels","Variance Analysis (Unemployment)","0.018348623853210944"
"Lódzkie","Levels 0-2","Unemployment","21.1"
"Lódzkie","Levels 0-2","Variance Analysis (Unemployment)","0.12234042553191493"
"Lódzkie","Levels 3 - 4","Unemployment","11.4"
"Lódzkie","Levels 3 - 4","Variance Analysis (Unemployment)","0.16326530612244894"
"Lódzkie","Levels 5 - 8","Unemployment","6.6"
"Lódzkie","Levels 5 - 8","Variance Analysis (Unemployment)","0.01538461538461533"
"Prov. Hainaut","All Levels","Unemployment","12.1"
"Prov. Hainaut","All Levels","Variance Analysis (Unemployment)","0.110091743119266"
"Prov. Hainaut","Levels 0-2","Unemployment","20.9"
"Prov. Hainaut","Levels 0-2","Variance Analysis (Unemployment)","0.11170212765957435"
"Prov. Hainaut","Levels 3 - 4","Unemployment","12.3"
"Prov. Hainaut","Levels 3 - 4","Variance Analysis (Unemployment)","0.25510204081632654"
"Prov. Hainaut","Levels 5 - 8","Unemployment","4.7"
"Prov. Hainaut","Levels 5 - 8","Variance Analysis (Unemployment)","0.2769230769230769"
"Yugozapadna i yuzhna tsentralna Bulgaria","All Levels","Unemployment","10.4"
"Yugozapadna i yuzhna tsentralna Bulgaria","All Levels","Variance Analysis (Unemployment)","0.04587155963302751"
"Yugozapadna i yuzhna tsentralna Bulgaria","Levels 0-2","Unemployment","23.5"
"Yugozapadna i yuzhna tsentralna Bulgaria","Levels 0-2","Variance Analysis (Unemployment)","0.24999999999999992"
"Yugozapadna i yuzhna tsentralna Bulgaria","Levels 3 - 4","Unemployment","10.3"
"Yugozapadna i yuzhna tsentralna Bulgaria","Levels 3 - 4","Variance Analysis (Unemployment)","0.05102040816326529"
"Yugozapadna i yuzhna tsentralna Bulgaria","Levels 5 - 8","Unemployment","5.7"
"Yugozapadna i yuzhna tsentralna Bulgaria","Levels 5 - 8","Variance Analysis (Unemployment)","0.12307692307692304"
"Centro (PT)","All Levels","Unemployment","12.1"
"Centro (PT)","All Levels","Variance Analysis (Unemployment)","0.110091743119266"
"Centro (PT)","Levels 0-2","Unemployment","11.3"
"Centro (PT)","Levels 0-2","Variance Analysis (Unemployment)","0.39893617021276595"
"Centro (PT)","Levels 3 - 4","Unemployment","14.1"
"Centro (PT)","Levels 3 - 4","Variance Analysis (Unemployment)","0.4387755102040815"
"Centro (PT)","Levels 5 - 8","Unemployment","12.3"
"Centro (PT)","Levels 5 - 8","Variance Analysis (Unemployment)","0.8923076923076924"
"Eesti","All Levels","Unemployment","10"
"Eesti","All Levels","Variance Analysis (Unemployment)","0.08256880733944957"
"Eesti","Levels 0-2","Unemployment","23.1"
"Eesti","Levels 0-2","Variance Analysis (Unemployment)","0.22872340425531917"
"Eesti","Levels 3 - 4","Unemployment","10.5"
"Eesti","Levels 3 - 4","Variance Analysis (Unemployment)","0.07142857142857136"
"Eesti","Levels 5 - 8","Unemployment","6.1"
"Eesti","Levels 5 - 8","Variance Analysis (Unemployment)","0.061538461538461584"
"Estonia","All Levels","Unemployment","10"
"Estonia","All Levels","Variance Analysis (Unemployment)","0.08256880733944957"
"Estonia","Levels 0-2","Unemployment","23.1"
"Estonia","Levels 0-2","Variance Analysis (Unemployment)","0.22872340425531917"
"Estonia","Levels 3 - 4","Unemployment","10.5"
"Estonia","Levels 3 - 4","Variance Analysis (Unemployment)","0.07142857142857136"
"Estonia","Levels 5 - 8","Unemployment","6.1"
"Estonia","Levels 5 - 8","Variance Analysis (Unemployment)","0.061538461538461584"
"Hauts-de-France","All Levels","Unemployment","12.3"
"Hauts-de-France","All Levels","Variance Analysis (Unemployment)","0.1284403669724771"
"Hauts-de-France","Levels 0-2","Unemployment","19.7"
"Hauts-de-France","Levels 0-2","Variance Analysis (Unemployment)","0.04787234042553184"
"Hauts-de-France","Levels 3 - 4","Unemployment","12.4"
"Hauts-de-France","Levels 3 - 4","Variance Analysis (Unemployment)","0.26530612244897955"
"Hauts-de-France","Levels 5 - 8","Unemployment","5.1"
"Hauts-de-France","Levels 5 - 8","Variance Analysis (Unemployment)","0.21538461538461542"
"Slaskie","All Levels","Unemployment","9.4"
"Slaskie","All Levels","Variance Analysis (Unemployment)","0.13761467889908258"
"Slaskie","Levels 0-2","Unemployment","24.6"
"Slaskie","Levels 0-2","Variance Analysis (Unemployment)","0.30851063829787234"
"Slaskie","Levels 3 - 4","Unemployment","10.1"
"Slaskie","Levels 3 - 4","Variance Analysis (Unemployment)","0.030612244897959072"
"Slaskie","Levels 5 - 8","Unemployment","5.2"
"Slaskie","Levels 5 - 8","Variance Analysis (Unemployment)","0.2"
"Lorraine","All Levels","Unemployment","11.7"
"Lorraine","All Levels","Variance Analysis (Unemployment)","0.07339449541284393"
"Lorraine","Levels 0-2","Unemployment","20.9"
"Lorraine","Levels 0-2","Variance Analysis (Unemployment)","0.11170212765957435"
"Lorraine","Levels 3 - 4","Unemployment","10.4"
"Lorraine","Levels 3 - 4","Variance Analysis (Unemployment)","0.06122448979591832"
"Lorraine","Levels 5 - 8","Unemployment","6.3"
"Lorraine","Levels 5 - 8","Variance Analysis (Unemployment)","0.030769230769230792"
"Inner London - West","All Levels","Unemployment","6.9"
"Inner London - West","All Levels","Variance Analysis (Unemployment)","0.3669724770642201"
"Inner London - West","Levels 0-2","Unemployment","26.9"
"Inner London - West","Levels 0-2","Variance Analysis (Unemployment)","0.4308510638297871"
"Inner London - West","Levels 3 - 4","Unemployment","11.9"
"Inner London - West","Levels 3 - 4","Variance Analysis (Unemployment)","0.21428571428571425"
"Inner London - West","Levels 5 - 8","Unemployment","3.3"
"Inner London - West","Levels 5 - 8","Variance Analysis (Unemployment)","0.49230769230769234"
"Makroregion Pólnocny","All Levels","Unemployment","10.8"
"Makroregion Pólnocny","All Levels","Variance Analysis (Unemployment)","0.009174311926605472"
"Makroregion Pólnocny","Levels 0-2","Unemployment","21.5"
"Makroregion Pólnocny","Levels 0-2","Variance Analysis (Unemployment)","0.1436170212765957"
"Makroregion Pólnocny","Levels 3 - 4","Unemployment","11.4"
"Makroregion Pólnocny","Levels 3 - 4","Variance Analysis (Unemployment)","0.16326530612244894"
"Makroregion Pólnocny","Levels 5 - 8","Unemployment","5.3"
"Makroregion Pólnocny","Levels 5 - 8","Variance Analysis (Unemployment)","0.18461538461538468"
"Mecklenburg-Vorpommern","All Levels","Unemployment","10.8"
"Mecklenburg-Vorpommern","All Levels","Variance Analysis (Unemployment)","0.009174311926605472"
"Mecklenburg-Vorpommern","Levels 0-2","Unemployment","21.8"
"Mecklenburg-Vorpommern","Levels 0-2","Variance Analysis (Unemployment)","0.15957446808510636"
"Mecklenburg-Vorpommern","Levels 3 - 4","Unemployment","12.1"
"Mecklenburg-Vorpommern","Levels 3 - 4","Variance Analysis (Unemployment)","0.23469387755102025"
"Mecklenburg-Vorpommern","Levels 5 - 8","Unemployment","4.1"
"Mecklenburg-Vorpommern","Levels 5 - 8","Variance Analysis (Unemployment)","0.36923076923076936"
"Warminsko-Mazurskie","All Levels","Unemployment","11"
"Warminsko-Mazurskie","All Levels","Variance Analysis (Unemployment)","0.009174311926605472"
"Warminsko-Mazurskie","Levels 0-2","Unemployment","21"
"Warminsko-Mazurskie","Levels 0-2","Variance Analysis (Unemployment)","0.11702127659574463"
"Warminsko-Mazurskie","Levels 3 - 4","Unemployment","11.2"
"Warminsko-Mazurskie","Levels 3 - 4","Variance Analysis (Unemployment)","0.1428571428571427"
"Warminsko-Mazurskie","Levels 5 - 8","Unemployment","5.5"
"Warminsko-Mazurskie","Levels 5 - 8","Variance Analysis (Unemployment)","0.15384615384615385"
"West Midlands","All Levels","Unemployment","11.7"
"West Midlands","All Levels","Variance Analysis (Unemployment)","0.07339449541284393"
"West Midlands","Levels 0-2","Unemployment","18.4"
"West Midlands","Levels 0-2","Variance Analysis (Unemployment)","0.021276595744680965"
"West Midlands","Levels 3 - 4","Unemployment","11.7"
"West Midlands","Levels 3 - 4","Variance Analysis (Unemployment)","0.19387755102040802"
"West Midlands","Levels 5 - 8","Unemployment","6.7"
"West Midlands","Levels 5 - 8","Variance Analysis (Unemployment)","0.030769230769230792"
"Cyprus","All Levels","Unemployment","11.9"
"Cyprus","All Levels","Variance Analysis (Unemployment)","0.09174311926605502"
"Cyprus","Levels 0-2","Unemployment","13.4"
"Cyprus","Levels 0-2","Variance Analysis (Unemployment)","0.2872340425531915"
"Cyprus","Levels 3 - 4","Unemployment","12.8"
"Cyprus","Levels 3 - 4","Variance Analysis (Unemployment)","0.3061224489795918"
"Cyprus","Levels 5 - 8","Unemployment","10.2"
"Cyprus","Levels 5 - 8","Variance Analysis (Unemployment)","0.5692307692307691"
"Kypros","All Levels","Unemployment","11.9"
"Kypros","All Levels","Variance Analysis (Unemployment)","0.09174311926605502"
"Kypros","Levels 0-2","Unemployment","13.4"
"Kypros","Levels 0-2","Variance Analysis (Unemployment)","0.2872340425531915"
"Kypros","Levels 3 - 4","Unemployment","12.8"
"Kypros","Levels 3 - 4","Variance Analysis (Unemployment)","0.3061224489795918"
"Kypros","Levels 5 - 8","Unemployment","10.2"
"Kypros","Levels 5 - 8","Variance Analysis (Unemployment)","0.5692307692307691"
"Tees Valley and Durham","All Levels","Unemployment","11.6"
"Tees Valley and Durham","All Levels","Variance Analysis (Unemployment)","0.06422018348623847"
"Tees Valley and Durham","Levels 0-2","Unemployment","20.4"
"Tees Valley and Durham","Levels 0-2","Variance Analysis (Unemployment)","0.08510638297872329"
"Tees Valley and Durham","Levels 3 - 4","Unemployment","11.5"
"Tees Valley and Durham","Levels 3 - 4","Variance Analysis (Unemployment)","0.17346938775510196"
"Tees Valley and Durham","Levels 5 - 8","Unemployment","4.4"
"Tees Valley and Durham","Levels 5 - 8","Variance Analysis (Unemployment)","0.32307692307692304"
"Occitanie","All Levels","Unemployment","11.3"
"Occitanie","All Levels","Variance Analysis (Unemployment)","0.03669724770642205"
"Occitanie","Levels 0-2","Unemployment","18.2"
"Occitanie","Levels 0-2","Variance Analysis (Unemployment)","0.03191489361702135"
"Occitanie","Levels 3 - 4","Unemployment","11.2"
"Occitanie","Levels 3 - 4","Variance Analysis (Unemployment)","0.1428571428571427"
"Occitanie","Levels 5 - 8","Unemployment","7.1"
"Occitanie","Levels 5 - 8","Variance Analysis (Unemployment)","0.09230769230769226"
"Euro area - 19 countries  (from 2015)","All Levels","Unemployment","11.4"
"Euro area - 19 countries  (from 2015)","All Levels","Variance Analysis (Unemployment)","0.04587155963302751"
"Euro area - 19 countries  (from 2015)","Levels 0-2","Unemployment","19.3"
"Euro area - 19 countries  (from 2015)","Levels 0-2","Variance Analysis (Unemployment)","0.026595744680851064"
"Euro area - 19 countries  (from 2015)","Levels 3 - 4","Unemployment","9.9"
"Euro area - 19 countries  (from 2015)","Levels 3 - 4","Variance Analysis (Unemployment)","0.010204081632653024"
"Euro area - 19 countries  (from 2015)","Levels 5 - 8","Unemployment","6.8"
"Euro area - 19 countries  (from 2015)","Levels 5 - 8","Variance Analysis (Unemployment)","0.04615384615384613"
"Molise","All Levels","Unemployment","12"
"Molise","All Levels","Variance Analysis (Unemployment)","0.10091743119266053"
"Molise","Levels 0-2","Unemployment","11.4"
"Molise","Levels 0-2","Variance Analysis (Unemployment)","0.39361702127659576"
"Molise","Levels 3 - 4","Unemployment","13"
"Molise","Levels 3 - 4","Variance Analysis (Unemployment)","0.3265306122448979"
"Molise","Levels 5 - 8","Unemployment","10.7"
"Molise","Levels 5 - 8","Variance Analysis (Unemployment)","0.6461538461538461"
"Makroregion Poludniowy","All Levels","Unemployment","9.8"
"Makroregion Poludniowy","All Levels","Variance Analysis (Unemployment)","0.10091743119266053"
"Makroregion Poludniowy","Levels 0-2","Unemployment","20.4"
"Makroregion Poludniowy","Levels 0-2","Variance Analysis (Unemployment)","0.08510638297872329"
"Makroregion Poludniowy","Levels 3 - 4","Unemployment","10.7"
"Makroregion Poludniowy","Levels 3 - 4","Variance Analysis (Unemployment)","0.0918367346938774"
"Makroregion Poludniowy","Levels 5 - 8","Unemployment","5.8"
"Makroregion Poludniowy","Levels 5 - 8","Variance Analysis (Unemployment)","0.10769230769230771"
"Sachsen-Anhalt","All Levels","Unemployment","9.5"
"Sachsen-Anhalt","All Levels","Variance Analysis (Unemployment)","0.1284403669724771"
"Sachsen-Anhalt","Levels 0-2","Unemployment","23.5"
"Sachsen-Anhalt","Levels 0-2","Variance Analysis (Unemployment)","0.24999999999999992"
"Sachsen-Anhalt","Levels 3 - 4","Unemployment","10.4"
"Sachsen-Anhalt","Levels 3 - 4","Variance Analysis (Unemployment)","0.06122448979591832"
"Sachsen-Anhalt","Levels 5 - 8","Unemployment","3.2"
"Sachsen-Anhalt","Levels 5 - 8","Variance Analysis (Unemployment)","0.5076923076923077"
"Közép-Magyarország","All Levels","Unemployment","9.5"
"Közép-Magyarország","All Levels","Variance Analysis (Unemployment)","0.1284403669724771"
"Közép-Magyarország","Levels 0-2","Unemployment","22.2"
"Közép-Magyarország","Levels 0-2","Variance Analysis (Unemployment)","0.18085106382978716"
"Közép-Magyarország","Levels 3 - 4","Unemployment","10.9"
"Közép-Magyarország","Levels 3 - 4","Variance Analysis (Unemployment)","0.11224489795918363"
"Közép-Magyarország","Levels 5 - 8","Unemployment","3.9"
"Közép-Magyarország","Levels 5 - 8","Variance Analysis (Unemployment)","0.4"
"Közép-Magyarország (NUTS 2013)","All Levels","Unemployment","9.5"
"Közép-Magyarország (NUTS 2013)","All Levels","Variance Analysis (Unemployment)","0.1284403669724771"
"Közép-Magyarország (NUTS 2013)","Levels 0-2","Unemployment","22.2"
"Közép-Magyarország (NUTS 2013)","Levels 0-2","Variance Analysis (Unemployment)","0.18085106382978716"
"Közép-Magyarország (NUTS 2013)","Levels 3 - 4","Unemployment","10.9"
"Közép-Magyarország (NUTS 2013)","Levels 3 - 4","Variance Analysis (Unemployment)","0.11224489795918363"
"Közép-Magyarország (NUTS 2013)","Levels 5 - 8","Unemployment","3.9"
"Közép-Magyarország (NUTS 2013)","Levels 5 - 8","Variance Analysis (Unemployment)","0.4"
"Poland","All Levels","Unemployment","10.1"
"Poland","All Levels","Variance Analysis (Unemployment)","0.0733944954128441"
"Poland","Levels 0-2","Unemployment","19.5"
"Poland","Levels 0-2","Variance Analysis (Unemployment)","0.03723404255319145"
"Poland","Levels 3 - 4","Unemployment","11"
"Poland","Levels 3 - 4","Variance Analysis (Unemployment)","0.12244897959183663"
"Poland","Levels 5 - 8","Unemployment","5.6"
"Poland","Levels 5 - 8","Variance Analysis (Unemployment)","0.13846153846153852"
"European Union - 27 countries (from 2020)","All Levels","Unemployment","10.9"
"European Union - 27 countries (from 2020)","All Levels","Variance Analysis (Unemployment)","0"
"European Union - 27 countries (from 2020)","Levels 0-2","Unemployment","18.8"
"European Union - 27 countries (from 2020)","Levels 0-2","Variance Analysis (Unemployment)","0"
"European Union - 27 countries (from 2020)","Levels 3 - 4","Unemployment","9.8"
"European Union - 27 countries (from 2020)","Levels 3 - 4","Variance Analysis (Unemployment)","0"
"European Union - 27 countries (from 2020)","Levels 5 - 8","Unemployment","6.5"
"European Union - 27 countries (from 2020)","Levels 5 - 8","Variance Analysis (Unemployment)","0"
"Makroregion Wschodni","All Levels","Unemployment","11.3"
"Makroregion Wschodni","All Levels","Variance Analysis (Unemployment)","0.03669724770642205"
"Makroregion Wschodni","Levels 0-2","Unemployment","14.6"
"Makroregion Wschodni","Levels 0-2","Variance Analysis (Unemployment)","0.22340425531914898"
"Makroregion Wschodni","Levels 3 - 4","Unemployment","12.4"
"Makroregion Wschodni","Levels 3 - 4","Variance Analysis (Unemployment)","0.26530612244897955"
"Makroregion Wschodni","Levels 5 - 8","Unemployment","7.4"
"Makroregion Wschodni","Levels 5 - 8","Variance Analysis (Unemployment)","0.13846153846153852"
"Közép-Dunántúl","All Levels","Unemployment","9.9"
"Közép-Dunántúl","All Levels","Variance Analysis (Unemployment)","0.09174311926605502"
"Közép-Dunántúl","Levels 0-2","Unemployment","21.9"
"Közép-Dunántúl","Levels 0-2","Variance Analysis (Unemployment)","0.16489361702127645"
"Közép-Dunántúl","Levels 3 - 4","Unemployment","8.7"
"Közép-Dunántúl","Levels 3 - 4","Variance Analysis (Unemployment)","0.11224489795918383"
"Közép-Dunántúl","Levels 5 - 8","Unemployment","4.7"
"Közép-Dunántúl","Levels 5 - 8","Variance Analysis (Unemployment)","0.2769230769230769"
"South Yorkshire","All Levels","Unemployment","10.4"
"South Yorkshire","All Levels","Variance Analysis (Unemployment)","0.04587155963302751"
"South Yorkshire","Levels 0-2","Unemployment","19.1"
"South Yorkshire","Levels 0-2","Variance Analysis (Unemployment)","0.015957446808510675"
"South Yorkshire","Levels 3 - 4","Unemployment","10.8"
"South Yorkshire","Levels 3 - 4","Variance Analysis (Unemployment)","0.10204081632653059"
"South Yorkshire","Levels 5 - 8","Unemployment","4.9"
"South Yorkshire","Levels 5 - 8","Variance Analysis (Unemployment)","0.24615384615384608"
"Cesko","All Levels","Unemployment","7"
"Cesko","All Levels","Variance Analysis (Unemployment)","0.3577981651376147"
"Cesko","Levels 0-2","Unemployment","28.5"
"Cesko","Levels 0-2","Variance Analysis (Unemployment)","0.5159574468085106"
"Cesko","Levels 3 - 4","Unemployment","6.5"
"Cesko","Levels 3 - 4","Variance Analysis (Unemployment)","0.33673469387755106"
"Cesko","Levels 5 - 8","Unemployment","2.9"
"Cesko","Levels 5 - 8","Variance Analysis (Unemployment)","0.5538461538461539"
"Czechia","All Levels","Unemployment","7"
"Czechia","All Levels","Variance Analysis (Unemployment)","0.3577981651376147"
"Czechia","Levels 0-2","Unemployment","28.5"
"Czechia","Levels 0-2","Variance Analysis (Unemployment)","0.5159574468085106"
"Czechia","Levels 3 - 4","Unemployment","6.5"
"Czechia","Levels 3 - 4","Variance Analysis (Unemployment)","0.33673469387755106"
"Czechia","Levels 5 - 8","Unemployment","2.9"
"Czechia","Levels 5 - 8","Variance Analysis (Unemployment)","0.5538461538461539"
"Prov. Liège","All Levels","Unemployment","10.7"
"Prov. Liège","All Levels","Variance Analysis (Unemployment)","0.018348623853211107"
"Prov. Liège","Levels 0-2","Unemployment","17"
"Prov. Liège","Levels 0-2","Variance Analysis (Unemployment)","0.09574468085106387"
"Prov. Liège","Levels 3 - 4","Unemployment","12.6"
"Prov. Liège","Levels 3 - 4","Variance Analysis (Unemployment)","0.2857142857142856"
"Prov. Liège","Levels 5 - 8","Unemployment","4.4"
"Prov. Liège","Levels 5 - 8","Variance Analysis (Unemployment)","0.32307692307692304"
"Dunántúl","All Levels","Unemployment","9.7"
"Dunántúl","All Levels","Variance Analysis (Unemployment)","0.11009174311926614"
"Dunántúl","Levels 0-2","Unemployment","22.1"
"Dunántúl","Levels 0-2","Variance Analysis (Unemployment)","0.17553191489361705"
"Dunántúl","Levels 3 - 4","Unemployment","8.7"
"Dunántúl","Levels 3 - 4","Variance Analysis (Unemployment)","0.11224489795918383"
"Dunántúl","Levels 5 - 8","Unemployment","4.1"
"Dunántúl","Levels 5 - 8","Variance Analysis (Unemployment)","0.36923076923076936"
"Pomorskie","All Levels","Unemployment","9.6"
"Pomorskie","All Levels","Variance Analysis (Unemployment)","0.11926605504587162"
"Pomorskie","Levels 0-2","Unemployment","19.7"
"Pomorskie","Levels 0-2","Variance Analysis (Unemployment)","0.04787234042553184"
"Pomorskie","Levels 3 - 4","Unemployment","10.6"
"Pomorskie","Levels 3 - 4","Variance Analysis (Unemployment)","0.08163265306122437"
"Pomorskie","Levels 5 - 8","Unemployment","4.7"
"Pomorskie","Levels 5 - 8","Variance Analysis (Unemployment)","0.2769230769230769"
"Malopolskie","All Levels","Unemployment","10.4"
"Malopolskie","All Levels","Variance Analysis (Unemployment)","0.04587155963302751"
"Malopolskie","Levels 0-2","Unemployment","16"
"Malopolskie","Levels 0-2","Variance Analysis (Unemployment)","0.14893617021276598"
"Malopolskie","Levels 3 - 4","Unemployment","11.6"
"Malopolskie","Levels 3 - 4","Variance Analysis (Unemployment)","0.18367346938775497"
"Malopolskie","Levels 5 - 8","Unemployment","6.5"
"Malopolskie","Levels 5 - 8","Variance Analysis (Unemployment)","0"
"Dél-Alföld","All Levels","Unemployment","10.3"
"Dél-Alföld","All Levels","Variance Analysis (Unemployment)","0.055045871559633"
"Dél-Alföld","Levels 0-2","Unemployment","19.4"
"Dél-Alföld","Levels 0-2","Variance Analysis (Unemployment)","0.03191489361702116"
"Dél-Alföld","Levels 3 - 4","Unemployment","10.3"
"Dél-Alföld","Levels 3 - 4","Variance Analysis (Unemployment)","0.05102040816326529"
"Dél-Alföld","Levels 5 - 8","Unemployment","4.4"
"Dél-Alföld","Levels 5 - 8","Variance Analysis (Unemployment)","0.32307692307692304"
"Haute-Normandie","All Levels","Unemployment","10.9"
"Haute-Normandie","All Levels","Variance Analysis (Unemployment)","0"
"Haute-Normandie","Levels 0-2","Unemployment","18.1"
"Haute-Normandie","Levels 0-2","Variance Analysis (Unemployment)","0.03723404255319145"
"Haute-Normandie","Levels 3 - 4","Unemployment","10.2"
