Product Name,Product ID,Value Column Name,Value
"Bevis 44 x 96 Conference Tables","FUR-TA-10004534","Quantity","6"
"Bevis 44 x 96 Conference Tables","FUR-TA-10004534","Discount","0"
"Bevis 44 x 96 Conference Tables","FUR-TA-10004534","Unit Price","102.95"
"Bevis 44 x 96 Conference Tables","FUR-TA-10004534","Total Discount","0"
"Bevis 44 x 96 Conference Tables","FUR-TA-10004534","Gross Sales","617.7"
"Bevis 44 x 96 Conference Tables","FUR-TA-10004534","Sales","617.7"
"Bevis 44 x 96 Conference Tables","FUR-TA-10004534","Cost","1024.882"
"Bevis 44 x 96 Conference Tables","FUR-TA-10004534","Profit / (Loss)","-407.182"
"Bevis 44 x 96 Conference Tables","FUR-TA-10004534","% Profit / (Loss)","-0.6591905455722843"
"Binder Clips by OIC","OFF-FA-10000611","Quantity","6"
"Binder Clips by OIC","OFF-FA-10000611","Discount","0"
"Binder Clips by OIC","OFF-FA-10000611","Unit Price","1.184"
"Binder Clips by OIC","OFF-FA-10000611","Total Discount","0"
"Binder Clips by OIC","OFF-FA-10000611","Gross Sales","7.104"
"Binder Clips by OIC","OFF-FA-10000611","Sales","7.104"
"Binder Clips by OIC","OFF-FA-10000611","Cost","4.4176"
"Binder Clips by OIC","OFF-FA-10000611","Profit / (Loss)","2.6864"
"Binder Clips by OIC","OFF-FA-10000611","% Profit / (Loss)","0.3781531531531531"
"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","OFF-PA-10003036","Quantity","6"
"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","OFF-PA-10003036","Discount","0"
"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","OFF-PA-10003036","Unit Price","5.824000000000001"
"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","OFF-PA-10003036","Total Discount","0"
"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","OFF-PA-10003036","Gross Sales","34.944"
"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","OFF-PA-10003036","Sales","34.944"
"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","OFF-PA-10003036","Cost","23.1872"
"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","OFF-PA-10003036","Profit / (Loss)","11.756800000000002"
"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","OFF-PA-10003036","% Profit / (Loss)","0.3364468864468864"
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","FUR-FU-10001037","Quantity","6"
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","FUR-FU-10001037","Discount","1"
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","FUR-FU-10001037","Unit Price","4.792"
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","FUR-FU-10001037","Total Discount","6"
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","FUR-FU-10001037","Gross Sales","28.752"
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","FUR-FU-10001037","Sales","22.752"
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","FUR-FU-10001037","Cost","30.684"
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","FUR-FU-10001037","Profit / (Loss)","-7.932000000000002"
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","FUR-FU-10001037","% Profit / (Loss)","-0.3486286919831224"
"DAX Wood Document Frame","FUR-FU-10001473","Quantity","6"
"DAX Wood Document Frame","FUR-FU-10001473","Discount","1"
"DAX Wood Document Frame","FUR-FU-10001473","Unit Price","6.492"
"DAX Wood Document Frame","FUR-FU-10001473","Total Discount","6"
"DAX Wood Document Frame","FUR-FU-10001473","Gross Sales","38.952"
"DAX Wood Document Frame","FUR-FU-10001473","Sales","32.952"
"DAX Wood Document Frame","FUR-FU-10001473","Cost","52.1232"
"DAX Wood Document Frame","FUR-FU-10001473","Profit / (Loss)","-19.1712"
"DAX Wood Document Frame","FUR-FU-10001473","% Profit / (Loss)","-0.5817916970138383"
"Euro Pro Shark Stick Mini Vacuum","OFF-AP-10000390","Quantity","6"
"Euro Pro Shark Stick Mini Vacuum","OFF-AP-10000390","Discount","1"
"Euro Pro Shark Stick Mini Vacuum","OFF-AP-10000390","Unit Price","13.196"
"Euro Pro Shark Stick Mini Vacuum","OFF-AP-10000390","Total Discount","6"
"Euro Pro Shark Stick Mini Vacuum","OFF-AP-10000390","Gross Sales","79.176"
"Euro Pro Shark Stick Mini Vacuum","OFF-AP-10000390","Sales","73.176"
"Euro Pro Shark Stick Mini Vacuum","OFF-AP-10000390","Cost","269.9512"
"Euro Pro Shark Stick Mini Vacuum","OFF-AP-10000390","Profit / (Loss)","-196.77519999999998"
"Euro Pro Shark Stick Mini Vacuum","OFF-AP-10000390","% Profit / (Loss)","-2.6890674538099923"
"Fellowes Mobile File Cart, Black","OFF-ST-10004340","Quantity","6"
"Fellowes Mobile File Cart, Black","OFF-ST-10004340","Discount","0"
"Fellowes Mobile File Cart, Black","OFF-ST-10004340","Unit Price","49.744"
"Fellowes Mobile File Cart, Black","OFF-ST-10004340","Total Discount","0"
"Fellowes Mobile File Cart, Black","OFF-ST-10004340","Gross Sales","298.464"
"Fellowes Mobile File Cart, Black","OFF-ST-10004340","Sales","298.464"
"Fellowes Mobile File Cart, Black","OFF-ST-10004340","Cost","272.1484"
"Fellowes Mobile File Cart, Black","OFF-ST-10004340","Profit / (Loss)","26.315600000000018"
"Fellowes Mobile File Cart, Black","OFF-ST-10004340","% Profit / (Loss)","0.08817009756620564"
"Fellowes Presentation Covers for Comb Binding Machines","OFF-BI-10004139","Quantity","6"
"Fellowes Presentation Covers for Comb Binding Machines","OFF-BI-10004139","Discount","1"
"Fellowes Presentation Covers for Comb Binding Machines","OFF-BI-10004139","Unit Price","3.91"
"Fellowes Presentation Covers for Comb Binding Machines","OFF-BI-10004139","Total Discount","6"
"Fellowes Presentation Covers for Comb Binding Machines","OFF-BI-10004139","Gross Sales","23.46"
"Fellowes Presentation Covers for Comb Binding Machines","OFF-BI-10004139","Sales","17.46"
"Fellowes Presentation Covers for Comb Binding Machines","OFF-BI-10004139","Cost","47.215"
"Fellowes Presentation Covers for Comb Binding Machines","OFF-BI-10004139","Profit / (Loss)","-29.755000000000003"
"Fellowes Presentation Covers for Comb Binding Machines","OFF-BI-10004139","% Profit / (Loss)","-1.70418098510882"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","FUR-CH-10002965","Quantity","6"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","FUR-CH-10002965","Discount","0"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","FUR-CH-10002965","Unit Price","140.686"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","FUR-CH-10002965","Total Discount","0"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","FUR-CH-10002965","Gross Sales","844.116"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","FUR-CH-10002965","Sales","844.116"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","FUR-CH-10002965","Cost","879.9924"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","FUR-CH-10002965","Profit / (Loss)","-35.87639999999999"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","FUR-CH-10002965","% Profit / (Loss)","-0.04250174146681261"
"Global Wood Trimmed Manager's Task Chair, Khaki","FUR-CH-10003774","Quantity","6"
"Global Wood Trimmed Manager's Task Chair, Khaki","FUR-CH-10003774","Discount","0"
"Global Wood Trimmed Manager's Task Chair, Khaki","FUR-CH-10003774","Unit Price","63.686"
"Global Wood Trimmed Manager's Task Chair, Khaki","FUR-CH-10003774","Total Discount","0"
"Global Wood Trimmed Manager's Task Chair, Khaki","FUR-CH-10003774","Gross Sales","382.116"
"Global Wood Trimmed Manager's Task Chair, Khaki","FUR-CH-10003774","Sales","382.116"
"Global Wood Trimmed Manager's Task Chair, Khaki","FUR-CH-10003774","Cost","474.6156"
"Global Wood Trimmed Manager's Task Chair, Khaki","FUR-CH-10003774","Profit / (Loss)","-92.49959999999999"
"Global Wood Trimmed Manager's Task Chair, Khaki","FUR-CH-10003774","% Profit / (Loss)","-0.24207204095091545"
"Hon 4-Shelf Metal Bookcases","FUR-BO-10003546","Quantity","6"
"Hon 4-Shelf Metal Bookcases","FUR-BO-10003546","Discount","0"
"Hon 4-Shelf Metal Bookcases","FUR-BO-10003546","Unit Price","70.68599999999999"
"Hon 4-Shelf Metal Bookcases","FUR-BO-10003546","Total Discount","0"
"Hon 4-Shelf Metal Bookcases","FUR-BO-10003546","Gross Sales","424.116"
"Hon 4-Shelf Metal Bookcases","FUR-BO-10003546","Sales","424.116"
"Hon 4-Shelf Metal Bookcases","FUR-BO-10003546","Cost","454.11"
"Hon 4-Shelf Metal Bookcases","FUR-BO-10003546","Profit / (Loss)","-29.994000000000028"
"Hon 4-Shelf Metal Bookcases","FUR-BO-10003546","% Profit / (Loss)","-0.07072121778004131"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","OFF-AP-10004233","Quantity","6"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","OFF-AP-10004233","Discount","1"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","OFF-AP-10004233","Unit Price","16.343999999999998"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","OFF-AP-10004233","Total Discount","6"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","OFF-AP-10004233","Gross Sales","98.064"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","OFF-AP-10004233","Sales","92.064"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","OFF-AP-10004233","Cost","316.8208"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","OFF-AP-10004233","Profit / (Loss)","-224.75680000000003"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","OFF-AP-10004233","% Profit / (Loss)","-2.441310392770247"
"Logitech Mobile Speakerphone P710e - speaker phone","TEC-PH-10001580","Quantity","6"
"Logitech Mobile Speakerphone P710e - speaker phone","TEC-PH-10001580","Discount","0"
"Logitech Mobile Speakerphone P710e - speaker phone","TEC-PH-10001580","Unit Price","107.984"
"Logitech Mobile Speakerphone P710e - speaker phone","TEC-PH-10001580","Total Discount","0"
"Logitech Mobile Speakerphone P710e - speaker phone","TEC-PH-10001580","Gross Sales","647.904"
"Logitech Mobile Speakerphone P710e - speaker phone","TEC-PH-10001580","Sales","647.904"
"Logitech Mobile Speakerphone P710e - speaker phone","TEC-PH-10001580","Cost","591.0124"
"Logitech Mobile Speakerphone P710e - speaker phone","TEC-PH-10001580","Profit / (Loss)","56.89160000000004"
"Logitech Mobile Speakerphone P710e - speaker phone","TEC-PH-10001580","% Profit / (Loss)","0.08780868770682076"
"Logitech Wireless Headset h800","TEC-AC-10001908","Quantity","6"
"Logitech Wireless Headset h800","TEC-AC-10001908","Discount","0"
"Logitech Wireless Headset h800","TEC-AC-10001908","Unit Price","79.992"
"Logitech Wireless Headset h800","TEC-AC-10001908","Total Discount","0"
"Logitech Wireless Headset h800","TEC-AC-10001908","Gross Sales","479.952"
"Logitech Wireless Headset h800","TEC-AC-10001908","Sales","479.952"
"Logitech Wireless Headset h800","TEC-AC-10001908","Cost","389.761"
"Logitech Wireless Headset h800","TEC-AC-10001908","Profit / (Loss)","90.19099999999997"
"Logitech Wireless Headset h800","TEC-AC-10001908","% Profit / (Loss)","0.18791670833750043"
"Memorex Micro Travel Drive 8 GB","TEC-AC-10001266","Quantity","6"
"Memorex Micro Travel Drive 8 GB","TEC-AC-10001266","Discount","0"
"Memorex Micro Travel Drive 8 GB","TEC-AC-10001266","Unit Price","10.4"
"Memorex Micro Travel Drive 8 GB","TEC-AC-10001266","Total Discount","0"
"Memorex Micro Travel Drive 8 GB","TEC-AC-10001266","Gross Sales","62.4"
"Memorex Micro Travel Drive 8 GB","TEC-AC-10001266","Sales","62.4"
"Memorex Micro Travel Drive 8 GB","TEC-AC-10001266","Cost","42.7"
"Memorex Micro Travel Drive 8 GB","TEC-AC-10001266","Profit / (Loss)","19.699999999999996"
"Memorex Micro Travel Drive 8 GB","TEC-AC-10001266","% Profit / (Loss)","0.3157051282051282"
"Newell 312","OFF-AR-10004078","Quantity","6"
"Newell 312","OFF-AR-10004078","Discount","0"
"Newell 312","OFF-AR-10004078","Unit Price","4.672"
"Newell 312","OFF-AR-10004078","Total Discount","0"
"Newell 312","OFF-AR-10004078","Gross Sales","28.032"
"Newell 312","OFF-AR-10004078","Sales","28.032"
"Newell 312","OFF-AR-10004078","Cost","24.328"
"Newell 312","OFF-AR-10004078","Profit / (Loss)","3.7040000000000006"
"Newell 312","OFF-AR-10004078","% Profit / (Loss)","0.13213470319634704"
"Newell 332","OFF-AR-10003394","Quantity","6"
"Newell 332","OFF-AR-10003394","Discount","0"
"Newell 332","OFF-AR-10003394","Unit Price","2.352"
"Newell 332","OFF-AR-10003394","Total Discount","0"
"Newell 332","OFF-AR-10003394","Gross Sales","14.112"
"Newell 332","OFF-AR-10003394","Sales","14.112"
"Newell 332","OFF-AR-10003394","Cost","12.6772"
"Newell 332","OFF-AR-10003394","Profit / (Loss)","1.434800000000001"
"Newell 332","OFF-AR-10003394","% Profit / (Loss)","0.10167233560090704"
"Novimex Swivel Fabric Task Chair","FUR-CH-10000863","Quantity","6"
"Novimex Swivel Fabric Task Chair","FUR-CH-10000863","Discount","0"
"Novimex Swivel Fabric Task Chair","FUR-CH-10000863","Unit Price","105.68599999999999"
"Novimex Swivel Fabric Task Chair","FUR-CH-10000863","Total Discount","0"
"Novimex Swivel Fabric Task Chair","FUR-CH-10000863","Gross Sales","634.116"
"Novimex Swivel Fabric Task Chair","FUR-CH-10000863","Sales","634.116"
"Novimex Swivel Fabric Task Chair","FUR-CH-10000863","Cost","805.9332"
"Novimex Swivel Fabric Task Chair","FUR-CH-10000863","Profit / (Loss)","-171.81720000000007"
"Novimex Swivel Fabric Task Chair","FUR-CH-10000863","% Profit / (Loss)","-0.27095547186950025"
"Peel & Seel Recycled Catalog Envelopes, Brown","OFF-EN-10002592","Quantity","6"
"Peel & Seel Recycled Catalog Envelopes, Brown","OFF-EN-10002592","Discount","0"
"Peel & Seel Recycled Catalog Envelopes, Brown","OFF-EN-10002592","Unit Price","9.264000000000001"
"Peel & Seel Recycled Catalog Envelopes, Brown","OFF-EN-10002592","Total Discount","0"
"Peel & Seel Recycled Catalog Envelopes, Brown","OFF-EN-10002592","Gross Sales","55.584"
"Peel & Seel Recycled Catalog Envelopes, Brown","OFF-EN-10002592","Sales","55.584"
"Peel & Seel Recycled Catalog Envelopes, Brown","OFF-EN-10002592","Cost","34.54"
"Peel & Seel Recycled Catalog Envelopes, Brown","OFF-EN-10002592","Profit / (Loss)","21.044000000000004"
"Peel & Seel Recycled Catalog Envelopes, Brown","OFF-EN-10002592","% Profit / (Loss)","0.37859815774323546"
"Prang Colored Pencils","OFF-AR-10003045","Quantity","6"
"Prang Colored Pencils","OFF-AR-10003045","Discount","0"
"Prang Colored Pencils","OFF-AR-10003045","Unit Price","2.352"
"Prang Colored Pencils","OFF-AR-10003045","Total Discount","0"
"Prang Colored Pencils","OFF-AR-10003045","Gross Sales","14.112"
"Prang Colored Pencils","OFF-AR-10003045","Sales","14.112"
"Prang Colored Pencils","OFF-AR-10003045","Cost","9.302"
"Prang Colored Pencils","OFF-AR-10003045","Profit / (Loss)","4.8100000000000005"
"Prang Colored Pencils","OFF-AR-10003045","% Profit / (Loss)","0.34084467120181405"
"Prismacolor Color Pencil Set","OFF-AR-10002987","Quantity","6"
"Prismacolor Color Pencil Set","OFF-AR-10002987","Discount","0"
"Prismacolor Color Pencil Set","OFF-AR-10002987","Unit Price","15.872"
"Prismacolor Color Pencil Set","OFF-AR-10002987","Total Discount","0"
"Prismacolor Color Pencil Set","OFF-AR-10002987","Gross Sales","95.232"
"Prismacolor Color Pencil Set","OFF-AR-10002987","Sales","95.232"
"Prismacolor Color Pencil Set","OFF-AR-10002987","Cost","70.0336"
"Prismacolor Color Pencil Set","OFF-AR-10002987","Profit / (Loss)","25.198399999999992"
"Prismacolor Color Pencil Set","OFF-AR-10002987","% Profit / (Loss)","0.26460013440860214"
"Recycled Easel Ring Binders","OFF-BI-10002824","Quantity","6"
"Recycled Easel Ring Binders","OFF-BI-10002824","Discount","1"
"Recycled Easel Ring Binders","OFF-BI-10002824","Unit Price","3.984"
"Recycled Easel Ring Binders","OFF-BI-10002824","Total Discount","6"
"Recycled Easel Ring Binders","OFF-BI-10002824","Gross Sales","23.904"
"Recycled Easel Ring Binders","OFF-BI-10002824","Sales","17.904"
"Recycled Easel Ring Binders","OFF-BI-10002824","Cost","48.436"
"Recycled Easel Ring Binders","OFF-BI-10002824","Profit / (Loss)","-30.532"
"Recycled Easel Ring Binders","OFF-BI-10002824","% Profit / (Loss)","-1.7053172475424487"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle","FUR-FU-10002298","Quantity","6"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle","FUR-FU-10002298","Discount","1"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle","FUR-FU-10002298","Unit Price","45.391999999999996"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle","FUR-FU-10002298","Total Discount","6"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle","FUR-FU-10002298","Gross Sales","272.352"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle","FUR-FU-10002298","Sales","266.352"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle","FUR-FU-10002298","Cost","558.7392"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle","FUR-FU-10002298","Profit / (Loss)","-292.3872"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle","FUR-FU-10002298","% Profit / (Loss)","-1.097747341863399"
"Safco Industrial Wire Shelving","OFF-ST-10003656","Quantity","6"
"Safco Industrial Wire Shelving","OFF-ST-10003656","Discount","0"
"Safco Industrial Wire Shelving","OFF-ST-10003656","Unit Price","76.792"
"Safco Industrial Wire Shelving","OFF-ST-10003656","Total Discount","0"
"Safco Industrial Wire Shelving","OFF-ST-10003656","Gross Sales","460.752"
"Safco Industrial Wire Shelving","OFF-ST-10003656","Sales","460.752"
"Safco Industrial Wire Shelving","OFF-ST-10003656","Cost","558.2618"
"Safco Industrial Wire Shelving","OFF-ST-10003656","Profit / (Loss)","-97.50979999999998"
"Safco Industrial Wire Shelving","OFF-ST-10003656","% Profit / (Loss)","-0.21163185401257076"
"Samsung Galaxy S4","TEC-PH-10002584","Quantity","6"
"Samsung Galaxy S4","TEC-PH-10002584","Discount","0"
"Samsung Galaxy S4","TEC-PH-10002584","Unit Price","500.792"
"Samsung Galaxy S4","TEC-PH-10002584","Total Discount","0"
"Samsung Galaxy S4","TEC-PH-10002584","Gross Sales","3004.752"
"Samsung Galaxy S4","TEC-PH-10002584","Sales","3004.752"
"Samsung Galaxy S4","TEC-PH-10002584","Cost","2628.758"
"Samsung Galaxy S4","TEC-PH-10002584","Profit / (Loss)","375.99400000000014"
"Samsung Galaxy S4","TEC-PH-10002584","% Profit / (Loss)","0.12513312246734506"
"Storex Dura Pro Binders","OFF-BI-10004364","Quantity","6"
"Storex Dura Pro Binders","OFF-BI-10004364","Discount","2"
"Storex Dura Pro Binders","OFF-BI-10004364","Unit Price","3.188"
"Storex Dura Pro Binders","OFF-BI-10004364","Total Discount","12"
"Storex Dura Pro Binders","OFF-BI-10004364","Gross Sales","19.128"
"Storex Dura Pro Binders","OFF-BI-10004364","Sales","7.128"
"Storex Dura Pro Binders","OFF-BI-10004364","Cost","18.002"
"Storex Dura Pro Binders","OFF-BI-10004364","Profit / (Loss)","-10.873999999999999"
"Storex Dura Pro Binders","OFF-BI-10004364","% Profit / (Loss)","-1.5255331088664423"
"Tenex File Box, Personal Filing Tote with Lid, Black","OFF-ST-10003455","Quantity","6"
"Tenex File Box, Personal Filing Tote with Lid, Black","OFF-ST-10003455","Discount","0"
"Tenex File Box, Personal Filing Tote with Lid, Black","OFF-ST-10003455","Unit Price","12.408"
"Tenex File Box, Personal Filing Tote with Lid, Black","OFF-ST-10003455","Total Discount","0"
"Tenex File Box, Personal Filing Tote with Lid, Black","OFF-ST-10003455","Gross Sales","74.448"
"Tenex File Box, Personal Filing Tote with Lid, Black","OFF-ST-10003455","Sales","74.448"
"Tenex File Box, Personal Filing Tote with Lid, Black","OFF-ST-10003455","Cost","68.4644"
"Tenex File Box, Personal Filing Tote with Lid, Black","OFF-ST-10003455","Profit / (Loss)","5.983599999999996"
"Tenex File Box, Personal Filing Tote with Lid, Black","OFF-ST-10003455","% Profit / (Loss)","0.08037287771330326"
"Things To Do Today Spiral Book","OFF-PA-10004733","Quantity","6"
"Things To Do Today Spiral Book","OFF-PA-10004733","Discount","0"
"Things To Do Today Spiral Book","OFF-PA-10004733","Unit Price","6.335999999999999"
"Things To Do Today Spiral Book","OFF-PA-10004733","Total Discount","0"
"Things To Do Today Spiral Book","OFF-PA-10004733","Gross Sales","38.016"
"Things To Do Today Spiral Book","OFF-PA-10004733","Sales","38.016"
"Things To Do Today Spiral Book","OFF-PA-10004733","Cost","24.0352"
"Things To Do Today Spiral Book","OFF-PA-10004733","Profit / (Loss)","13.980799999999999"
"Things To Do Today Spiral Book","OFF-PA-10004733","% Profit / (Loss)","0.3677609427609428"
"Xerox 1927","OFF-PA-10003657","Quantity","6"
"Xerox 1927","OFF-PA-10003657","Discount","0"
"Xerox 1927","OFF-PA-10003657","Unit Price","3.424"
"Xerox 1927","OFF-PA-10003657","Total Discount","0"
"Xerox 1927","OFF-PA-10003657","Gross Sales","20.544"
"Xerox 1927","OFF-PA-10003657","Sales","20.544"
"Xerox 1927","OFF-PA-10003657","Cost","13.924"
"Xerox 1927","OFF-PA-10003657","Profit / (Loss)","6.620000000000001"
"Xerox 1927","OFF-PA-10003657","% Profit / (Loss)","0.3222352024922118"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","OFF-PA-10002479","Quantity","6"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","OFF-PA-10002479","Discount","0"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","OFF-PA-10002479","Unit Price","4.224"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","OFF-PA-10002479","Total Discount","0"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","OFF-PA-10002479","Gross Sales","25.344"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","OFF-PA-10002479","Sales","25.344"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","OFF-PA-10002479","Cost","17.224"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","OFF-PA-10002479","Profit / (Loss)","8.120000000000001"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","OFF-PA-10002479","% Profit / (Loss)","0.3203914141414141"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","OFF-BI-10001628","Quantity","5"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","OFF-BI-10001628","Discount","1"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","OFF-BI-10001628","Unit Price","3.086"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","OFF-BI-10001628","Total Discount","5"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","OFF-BI-10001628","Gross Sales","15.43"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","OFF-BI-10001628","Sales","10.43"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","OFF-BI-10001628","Cost","27.8825"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","OFF-BI-10001628","Profit / (Loss)","-17.4525"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity","OFF-BI-10001628","% Profit / (Loss)","-1.6732981783317356"
"Acme Box Cutter Scissors","OFF-SU-10002537","Quantity","5"
"Acme Box Cutter Scissors","OFF-SU-10002537","Discount","0"
"Acme Box Cutter Scissors","OFF-SU-10002537","Unit Price","8.184000000000001"
"Acme Box Cutter Scissors","OFF-SU-10002537","Total Discount","0"
"Acme Box Cutter Scissors","OFF-SU-10002537","Gross Sales","40.92"
"Acme Box Cutter Scissors","OFF-SU-10002537","Sales","40.92"
"Acme Box Cutter Scissors","OFF-SU-10002537","Cost","37.651"
"Acme Box Cutter Scissors","OFF-SU-10002537","Profit / (Loss)","3.2689999999999984"
"Acme Box Cutter Scissors","OFF-SU-10002537","% Profit / (Loss)","0.07988758553274682"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","OFF-PA-10001838","Quantity","5"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","OFF-PA-10001838","Discount","0"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","OFF-PA-10001838","Unit Price","4.704"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","OFF-PA-10001838","Total Discount","0"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","OFF-PA-10001838","Gross Sales","23.52"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","OFF-PA-10001838","Sales","23.52"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","OFF-PA-10001838","Cost","14.794"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","OFF-PA-10001838","Profit / (Loss)","8.725999999999999"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages","OFF-PA-10001838","% Profit / (Loss)","0.37100340136054427"
"Adjustable Depth Letter/Legal Cart","OFF-ST-10003208","Quantity","5"
"Adjustable Depth Letter/Legal Cart","OFF-ST-10003208","Discount","0"
"Adjustable Depth Letter/Legal Cart","OFF-ST-10003208","Unit Price","145.168"
"Adjustable Depth Letter/Legal Cart","OFF-ST-10003208","Total Discount","0"
"Adjustable Depth Letter/Legal Cart","OFF-ST-10003208","Gross Sales","725.84"
"Adjustable Depth Letter/Legal Cart","OFF-ST-10003208","Sales","725.84"
"Adjustable Depth Letter/Legal Cart","OFF-ST-10003208","Cost","643.783"
"Adjustable Depth Letter/Legal Cart","OFF-ST-10003208","Profit / (Loss)","82.05700000000002"
"Adjustable Depth Letter/Legal Cart","OFF-ST-10003208","% Profit / (Loss)","0.11305108563870825"
"AT&T 17929 Lendline Telephone","TEC-PH-10002890","Quantity","5"
"AT&T 17929 Lendline Telephone","TEC-PH-10002890","Discount","0"
"AT&T 17929 Lendline Telephone","TEC-PH-10002890","Unit Price","36.192"
