GEO (Labels),Level ,Value Column Name,Value
"Ankara","Levels 0-2","Unemployment","11.7"
"Ankara","Levels 3 - 4","Unemployment","12"
"Ankara","Levels 5 - 8","Unemployment","10.5"
"Italy","All Levels","Unemployment","11.7"
"Italy","Levels 0-2","Unemployment","15.7"
"Italy","Levels 3 - 4","Unemployment","11.1"
"Italy","Levels 5 - 8","Unemployment","6.8"
"Pohjois- ja Itä-Suomi","All Levels","Unemployment","10.2"
"Pohjois- ja Itä-Suomi","Levels 0-2","Unemployment","17.3"
"Pohjois- ja Itä-Suomi","Levels 3 - 4","Unemployment","11.3"
"Pohjois- ja Itä-Suomi","Levels 5 - 8","Unemployment","6.3"
"Turkey","All Levels","Unemployment","10.9"
"Turkey","Levels 0-2","Unemployment","9.9"
"Turkey","Levels 3 - 4","Unemployment","12.5"
"Turkey","Levels 5 - 8","Unemployment","11.8"
"Orta Anadolu","All Levels","Unemployment","10.4"
"Orta Anadolu","Levels 0-2","Unemployment","8.9"
"Orta Anadolu","Levels 3 - 4","Unemployment","14.2"
"Orta Anadolu","Levels 5 - 8","Unemployment","11.3"
"France","All Levels","Unemployment","10.1"
"France","Levels 0-2","Unemployment","18.2"
"France","Levels 3 - 4","Unemployment","10.7"
"France","Levels 5 - 8","Unemployment","5.7"
"Aquitaine","All Levels","Unemployment","10"
"Aquitaine","Levels 0-2","Unemployment","17.7"
"Aquitaine","Levels 3 - 4","Unemployment","9.9"
"Aquitaine","Levels 5 - 8","Unemployment","7"
"Occitanie","All Levels","Unemployment","10.1"
"Occitanie","Levels 0-2","Unemployment","16.8"
"Occitanie","Levels 3 - 4","Unemployment","11.1"
"Occitanie","Levels 5 - 8","Unemployment","6"
"Portugal","All Levels","Unemployment","11.2"
"Portugal","Levels 0-2","Unemployment","12.1"
"Portugal","Levels 3 - 4","Unemployment","12.3"
"Portugal","Levels 5 - 8","Unemployment","8.4"
"Continente","All Levels","Unemployment","11.2"
"Continente","Levels 0-2","Unemployment","12"
"Continente","Levels 3 - 4","Unemployment","12.2"
"Continente","Levels 5 - 8","Unemployment","8.5"
"Lazio","All Levels","Unemployment","11.2"
"Lazio","Levels 0-2","Unemployment","15"
"Lazio","Levels 3 - 4","Unemployment","11.9"
"Lazio","Levels 5 - 8","Unemployment","5.8"
"Prov. Namur","All Levels","Unemployment","9.7"
"Prov. Namur","Levels 0-2","Unemployment","17.4"
"Prov. Namur","Levels 3 - 4","Unemployment","12.1"
"Prov. Namur","Levels 5 - 8","Unemployment","4.1"
"Sostines regionas","All Levels","Unemployment","5.6"
"Sostines regionas","Levels 0-2","Unemployment","26.9"
"Sostines regionas","Levels 3 - 4","Unemployment","8.3"
"Sostines regionas","Levels 5 - 8","Unemployment","2.5"
"Länsi-Suomi","All Levels","Unemployment","9.4"
"Länsi-Suomi","Levels 0-2","Unemployment","17.2"
"Länsi-Suomi","Levels 3 - 4","Unemployment","9.5"
"Länsi-Suomi","Levels 5 - 8","Unemployment","7"
"Euro area - 19 countries  (from 2015)","All Levels","Unemployment","10"
"Euro area - 19 countries  (from 2015)","Levels 0-2","Unemployment","17.9"
"Euro area - 19 countries  (from 2015)","Levels 3 - 4","Unemployment","8.9"
"Euro area - 19 countries  (from 2015)","Levels 5 - 8","Unemployment","6.1"
"Normandie","All Levels","Unemployment","10.2"
"Normandie","Levels 0-2","Unemployment","16.6"
"Normandie","Levels 3 - 4","Unemployment","10.8"
"Normandie","Levels 5 - 8","Unemployment","5.1"
"Západné Slovensko","All Levels","Unemployment","7.7"
"Západné Slovensko","Levels 0-2","Unemployment","21.8"
"Západné Slovensko","Levels 3 - 4","Unemployment","7.6"
"Západné Slovensko","Levels 5 - 8","Unemployment","5.2"
"Île de France","All Levels","Unemployment","9.2"
"Île de France","Levels 0-2","Unemployment","16.2"
"Île de France","Levels 3 - 4","Unemployment","11"
"Île de France","Levels 5 - 8","Unemployment","5.7"
"Kocaeli, Sakarya, Düzce, Bolu, Yalova","All Levels","Unemployment","10.6"
"Kocaeli, Sakarya, Düzce, Bolu, Yalova","Levels 0-2","Unemployment","10.9"
"Kocaeli, Sakarya, Düzce, Bolu, Yalova","Levels 3 - 4","Unemployment","9.1"
"Kocaeli, Sakarya, Düzce, Bolu, Yalova","Levels 5 - 8","Unemployment","11.5"
"Nouvelle-Aquitaine","All Levels","Unemployment","9.4"
"Nouvelle-Aquitaine","Levels 0-2","Unemployment","17.3"
"Nouvelle-Aquitaine","Levels 3 - 4","Unemployment","9.1"
"Nouvelle-Aquitaine","Levels 5 - 8","Unemployment","6.1"
"Berlin","All Levels","Unemployment","7.8"
"Berlin","Levels 0-2","Unemployment","22.9"
"Berlin","Levels 3 - 4","Unemployment","7.1"
"Berlin","Levels 5 - 8","Unemployment","3.9"
"Etelä-Suomi","All Levels","Unemployment","9.1"
"Etelä-Suomi","Levels 0-2","Unemployment","17.1"
"Etelä-Suomi","Levels 3 - 4","Unemployment","9.6"
"Etelä-Suomi","Levels 5 - 8","Unemployment","5.9"
"Pays-de-la-Loire","All Levels","Unemployment","8.9"
"Pays-de-la-Loire","Levels 0-2","Unemployment","19.1"
"Pays-de-la-Loire","Levels 3 - 4","Unemployment","8.4"
"Pays-de-la-Loire","Levels 5 - 8","Unemployment","5.2"
"Marche","All Levels","Unemployment","10.6"
"Marche","Levels 0-2","Unemployment","12.9"
"Marche","Levels 3 - 4","Unemployment","10.6"
"Marche","Levels 5 - 8","Unemployment","7.2"
"Sydsverige","All Levels","Unemployment","8.4"
"Sydsverige","Levels 0-2","Unemployment","20.3"
"Sydsverige","Levels 3 - 4","Unemployment","7.2"
"Sydsverige","Levels 5 - 8","Unemployment","5.4"
"Vzhodna Slovenija","All Levels","Unemployment","8.9"
"Vzhodna Slovenija","Levels 0-2","Unemployment","16.5"
"Vzhodna Slovenija","Levels 3 - 4","Unemployment","8.2"
"Vzhodna Slovenija","Levels 5 - 8","Unemployment","7.6"
"Manner-Suomi","All Levels","Unemployment","8.8"
"Manner-Suomi","Levels 0-2","Unemployment","16.8"
"Manner-Suomi","Levels 3 - 4","Unemployment","9.6"
"Manner-Suomi","Levels 5 - 8","Unemployment","5.8"
"Centro (IT)","All Levels","Unemployment","10.5"
"Centro (IT)","Levels 0-2","Unemployment","13.5"
"Centro (IT)","Levels 3 - 4","Unemployment","10.8"
"Centro (IT)","Levels 5 - 8","Unemployment","6.1"
"Finland","All Levels","Unemployment","8.8"
"Finland","Levels 0-2","Unemployment","16.7"
"Finland","Levels 3 - 4","Unemployment","9.5"
"Finland","Levels 5 - 8","Unemployment","5.8"
"Warminsko-Mazurskie","All Levels","Unemployment","8.8"
"Warminsko-Mazurskie","Levels 0-2","Unemployment","19.4"
"Warminsko-Mazurskie","Levels 3 - 4","Unemployment","9.4"
"Warminsko-Mazurskie","Levels 5 - 8","Unemployment","3.1"
"Centre - Val de Loire","All Levels","Unemployment","9.9"
"Centre - Val de Loire","Levels 0-2","Unemployment","14.5"
"Centre - Val de Loire","Levels 3 - 4","Unemployment","11.5"
"Centre - Val de Loire","Levels 5 - 8","Unemployment","4.8"
"Bourgogne","All Levels","Unemployment","9.6"
"Bourgogne","Levels 0-2","Unemployment","14.9"
"Bourgogne","Levels 3 - 4","Unemployment","9.8"
"Bourgogne","Levels 5 - 8","Unemployment","6.2"
"Bati Anadolu","All Levels","Unemployment","9.9"
"Bati Anadolu","Levels 0-2","Unemployment","9.2"
"Bati Anadolu","Levels 3 - 4","Unemployment","11.1"
"Bati Anadolu","Levels 5 - 8","Unemployment","10.1"
"European Union - 27 countries (from 2020)","All Levels","Unemployment","9.1"
"European Union - 27 countries (from 2020)","Levels 0-2","Unemployment","17.2"
"European Union - 27 countries (from 2020)","Levels 3 - 4","Unemployment","8.2"
"European Union - 27 countries (from 2020)","Levels 5 - 8","Unemployment","5.5"
"Poitou-Charentes","All Levels","Unemployment","9"
"Poitou-Charentes","Levels 0-2","Unemployment","17.9"
"Poitou-Charentes","Levels 3 - 4","Unemployment","8.6"
"Poitou-Charentes","Levels 5 - 8","Unemployment","4.5"
"Bulgaria","All Levels","Unemployment","7.6"
"Bulgaria","Levels 0-2","Unemployment","22.2"
"Bulgaria","Levels 3 - 4","Unemployment","6.7"
"Bulgaria","Levels 5 - 8","Unemployment","3.4"
"Eastern and Midland","All Levels","Unemployment","8.2"
"Eastern and Midland","Levels 0-2","Unemployment","16.5"
"Eastern and Midland","Levels 3 - 4","Unemployment","10.9"
"Eastern and Midland","Levels 5 - 8","Unemployment","4.3"
"Van, Mus, Bitlis, Hakkari","All Levels","Unemployment","9.1"
"Van, Mus, Bitlis, Hakkari","Levels 0-2","Unemployment","8.5"
"Van, Mus, Bitlis, Hakkari","Levels 3 - 4","Unemployment","12.9"
"Van, Mus, Bitlis, Hakkari","Levels 5 - 8","Unemployment","9.4"
"Ege","All Levels","Unemployment","9.3"
"Ege","Levels 0-2","Unemployment","7.8"
"Ege","Levels 3 - 4","Unemployment","11.6"
"Ege","Levels 5 - 8","Unemployment","11.1"
"Midi-Pyrénées","All Levels","Unemployment","8.5"
"Midi-Pyrénées","Levels 0-2","Unemployment","16.7"
"Midi-Pyrénées","Levels 3 - 4","Unemployment","9"
"Midi-Pyrénées","Levels 5 - 8","Unemployment","5.4"
"Ortadogu Anadolu","All Levels","Unemployment","9"
"Ortadogu Anadolu","Levels 0-2","Unemployment","7.8"
"Ortadogu Anadolu","Levels 3 - 4","Unemployment","11.9"
"Ortadogu Anadolu","Levels 5 - 8","Unemployment","10.8"
"Zonguldak, Karabük, Bartin","All Levels","Unemployment","8.7"
"Zonguldak, Karabük, Bartin","Levels 0-2","Unemployment","6.9"
"Zonguldak, Karabük, Bartin","Levels 3 - 4","Unemployment","10.3"
"Zonguldak, Karabük, Bartin","Levels 5 - 8","Unemployment","13.5"
"Dogu Marmara","All Levels","Unemployment","9.8"
"Dogu Marmara","Levels 0-2","Unemployment","9.6"
"Dogu Marmara","Levels 3 - 4","Unemployment","9.7"
"Dogu Marmara","Levels 5 - 8","Unemployment","10.2"
"Östra Mellansverige","All Levels","Unemployment","7.7"
"Östra Mellansverige","Levels 0-2","Unemployment","21.4"
"Östra Mellansverige","Levels 3 - 4","Unemployment","6.1"
"Östra Mellansverige","Levels 5 - 8","Unemployment","4"
"Bretagne","All Levels","Unemployment","8.6"
"Bretagne","Levels 0-2","Unemployment","15.4"
"Bretagne","Levels 3 - 4","Unemployment","9.2"
"Bretagne","Levels 5 - 8","Unemployment","5.6"
"Észak-Alföld","All Levels","Unemployment","9.3"
"Észak-Alföld","Levels 0-2","Unemployment","17.8"
"Észak-Alföld","Levels 3 - 4","Unemployment","8.4"
"Észak-Alföld","Levels 5 - 8","Unemployment","3.1"
"Ostösterreich","All Levels","Unemployment","8.2"
"Ostösterreich","Levels 0-2","Unemployment","17.4"
"Ostösterreich","Levels 3 - 4","Unemployment","8.6"
"Ostösterreich","Levels 5 - 8","Unemployment","4.4"
"Bourgogne - Franche-Comté","All Levels","Unemployment","9"
"Bourgogne - Franche-Comté","Levels 0-2","Unemployment","15.1"
"Bourgogne - Franche-Comté","Levels 3 - 4","Unemployment","9.1"
"Bourgogne - Franche-Comté","Levels 5 - 8","Unemployment","5.3"
"Corse","All Levels","Unemployment","8.3"
"Corse","Levels 0-2","Unemployment","18.3"
"Corse","Levels 3 - 4","Unemployment","8.2"
"Corse","Levels 5 - 8","Unemployment","3.7"
"Malatya, Elazig, Bingöl, Tunceli","All Levels","Unemployment","8.9"
"Malatya, Elazig, Bingöl, Tunceli","Levels 0-2","Unemployment","6.8"
"Malatya, Elazig, Bingöl, Tunceli","Levels 3 - 4","Unemployment","11.5"
"Malatya, Elazig, Bingöl, Tunceli","Levels 5 - 8","Unemployment","11.3"
"Liguria","All Levels","Unemployment","9.8"
"Liguria","Levels 0-2","Unemployment","14.7"
"Liguria","Levels 3 - 4","Unemployment","8.1"
"Liguria","Levels 5 - 8","Unemployment","5.8"
"Éire/Ireland","All Levels","Unemployment","8.4"
"Éire/Ireland","Levels 0-2","Unemployment","14.5"
"Éire/Ireland","Levels 3 - 4","Unemployment","10.1"
"Éire/Ireland","Levels 5 - 8","Unemployment","5"
"Ireland","All Levels","Unemployment","8.4"
"Ireland","Levels 0-2","Unemployment","14.5"
"Ireland","Levels 3 - 4","Unemployment","10.1"
"Ireland","Levels 5 - 8","Unemployment","5"
"Sachsen-Anhalt","All Levels","Unemployment","7.4"
"Sachsen-Anhalt","Levels 0-2","Unemployment","20.3"
"Sachsen-Anhalt","Levels 3 - 4","Unemployment","7.5"
"Sachsen-Anhalt","Levels 5 - 8","Unemployment","2.8"
"Swietokrzyskie","All Levels","Unemployment","8.9"
"Swietokrzyskie","Levels 0-2","Unemployment","13.9"
"Swietokrzyskie","Levels 3 - 4","Unemployment","10.1"
"Swietokrzyskie","Levels 5 - 8","Unemployment","5.1"
"Umbria","All Levels","Unemployment","9.6"
"Umbria","Levels 0-2","Unemployment","13.3"
"Umbria","Levels 3 - 4","Unemployment","9.3"
"Umbria","Levels 5 - 8","Unemployment","5.8"
"Makroregion Wschodni","All Levels","Unemployment","8.3"
"Makroregion Wschodni","Levels 0-2","Unemployment","15.1"
"Makroregion Wschodni","Levels 3 - 4","Unemployment","9.2"
"Makroregion Wschodni","Levels 5 - 8","Unemployment","5.3"
"Yugoiztochen","All Levels","Unemployment","7.9"
"Yugoiztochen","Levels 0-2","Unemployment","20.5"
"Yugoiztochen","Levels 3 - 4","Unemployment","6.2"
"Yugoiztochen","Levels 5 - 8","Unemployment","3.3"
"Southern","All Levels","Unemployment","8.6"
"Southern","Levels 0-2","Unemployment","14.1"
"Southern","Levels 3 - 4","Unemployment","9.3"
"Southern","Levels 5 - 8","Unemployment","5.8"
"Inner London - East","All Levels","Unemployment","7.2"
"Inner London - East","Levels 0-2","Unemployment","14.9"
"Inner London - East","Levels 3 - 4","Unemployment","11.7"
"Inner London - East","Levels 5 - 8","Unemployment","3.9"
"Norra Mellansverige","All Levels","Unemployment","7.5"
"Norra Mellansverige","Levels 0-2","Unemployment","20.2"
"Norra Mellansverige","Levels 3 - 4","Unemployment","5.6"
"Norra Mellansverige","Levels 5 - 8","Unemployment","4.2"
"Samsun, Tokat, Çorum, Amasya","All Levels","Unemployment","8"
"Samsun, Tokat, Çorum, Amasya","Levels 0-2","Unemployment","6.1"
"Samsun, Tokat, Çorum, Amasya","Levels 3 - 4","Unemployment","9.9"
"Samsun, Tokat, Çorum, Amasya","Levels 5 - 8","Unemployment","13.5"
"Rhône-Alpes","All Levels","Unemployment","8.1"
"Rhône-Alpes","Levels 0-2","Unemployment","15.8"
"Rhône-Alpes","Levels 3 - 4","Unemployment","8.4"
"Rhône-Alpes","Levels 5 - 8","Unemployment","5.1"
"Kujawsko-Pomorskie","All Levels","Unemployment","7.4"
"Kujawsko-Pomorskie","Levels 0-2","Unemployment","18.5"
"Kujawsko-Pomorskie","Levels 3 - 4","Unemployment","7.8"
"Kujawsko-Pomorskie","Levels 5 - 8","Unemployment","3.6"
"Toscana","All Levels","Unemployment","9.5"
"Toscana","Levels 0-2","Unemployment","11.9"
"Toscana","Levels 3 - 4","Unemployment","9.5"
"Toscana","Levels 5 - 8","Unemployment","6.1"
"Kayseri, Sivas, Yozgat","All Levels","Unemployment","8.4"
"Kayseri, Sivas, Yozgat","Levels 0-2","Unemployment","6.8"
"Kayseri, Sivas, Yozgat","Levels 3 - 4","Unemployment","12.2"
"Kayseri, Sivas, Yozgat","Levels 5 - 8","Unemployment","9.3"
"Prov. Brabant wallon","All Levels","Unemployment","7.9"
"Prov. Brabant wallon","Levels 0-2","Unemployment","14.4"
"Prov. Brabant wallon","Levels 3 - 4","Unemployment","8.2"
"Prov. Brabant wallon","Levels 5 - 8","Unemployment","6.2"
"Slovenia","All Levels","Unemployment","8"
"Slovenia","Levels 0-2","Unemployment","14.5"
"Slovenia","Levels 3 - 4","Unemployment","8.1"
"Slovenia","Levels 5 - 8","Unemployment","6.1"
"Slovenija","All Levels","Unemployment","8"
"Slovenija","Levels 0-2","Unemployment","14.5"
"Slovenija","Levels 3 - 4","Unemployment","8.1"
"Slovenija","Levels 5 - 8","Unemployment","6.1"
"Auvergne - Rhône-Alpes","All Levels","Unemployment","7.9"
"Auvergne - Rhône-Alpes","Levels 0-2","Unemployment","15.6"
"Auvergne - Rhône-Alpes","Levels 3 - 4","Unemployment","8.1"
"Auvergne - Rhône-Alpes","Levels 5 - 8","Unemployment","5"
"Bursa, Eskisehir, Bilecik","All Levels","Unemployment","9"
"Bursa, Eskisehir, Bilecik","Levels 0-2","Unemployment","8.4"
"Bursa, Eskisehir, Bilecik","Levels 3 - 4","Unemployment","10.3"
"Bursa, Eskisehir, Bilecik","Levels 5 - 8","Unemployment","8.9"
"Östra Sverige","All Levels","Unemployment","7"
"Östra Sverige","Levels 0-2","Unemployment","19.7"
"Östra Sverige","Levels 3 - 4","Unemployment","5.8"
"Östra Sverige","Levels 5 - 8","Unemployment","3.9"
"Bati Karadeniz","All Levels","Unemployment","7.7"
"Bati Karadeniz","Levels 0-2","Unemployment","5.9"
"Bati Karadeniz","Levels 3 - 4","Unemployment","10"
"Bati Karadeniz","Levels 5 - 8","Unemployment","12.6"
"Lubelskie","All Levels","Unemployment","8"
"Lubelskie","Levels 0-2","Unemployment","14"
"Lubelskie","Levels 3 - 4","Unemployment","8.6"
"Lubelskie","Levels 5 - 8","Unemployment","5.6"
"Franche-Comté","All Levels","Unemployment","8.1"
"Franche-Comté","Levels 0-2","Unemployment","15.4"
"Franche-Comté","Levels 3 - 4","Unemployment","8.3"
"Franche-Comté","Levels 5 - 8","Unemployment","4.4"
"Helsinki-Uusimaa","All Levels","Unemployment","7.4"
"Helsinki-Uusimaa","Levels 0-2","Unemployment","16"
"Helsinki-Uusimaa","Levels 3 - 4","Unemployment","8"
"Helsinki-Uusimaa","Levels 5 - 8","Unemployment","4.8"
"Belgium","All Levels","Unemployment","7.8"
"Belgium","Levels 0-2","Unemployment","15.9"
"Belgium","Levels 3 - 4","Unemployment","8.1"
"Belgium","Levels 5 - 8","Unemployment","4.2"
"Piemonte","All Levels","Unemployment","9.4"
"Piemonte","Levels 0-2","Unemployment","12.4"
"Piemonte","Levels 3 - 4","Unemployment","9"
"Piemonte","Levels 5 - 8","Unemployment","4.8"
"Sud-Vest Oltenia","All Levels","Unemployment","9.9"
"Sud-Vest Oltenia","Levels 0-2","Unemployment","7.1"
"Sud-Vest Oltenia","Levels 3 - 4","Unemployment","11.9"
"Sud-Vest Oltenia","Levels 5 - 8","Unemployment","6.6"
"Sweden","All Levels","Unemployment","7"
"Sweden","Levels 0-2","Unemployment","18.8"
"Sweden","Levels 3 - 4","Unemployment","5.7"
"Sweden","Levels 5 - 8","Unemployment","4"
"Northern and Western","All Levels","Unemployment","8.6"
"Northern and Western","Levels 0-2","Unemployment","11.1"
"Northern and Western","Levels 3 - 4","Unemployment","9.5"
"Northern and Western","Levels 5 - 8","Unemployment","6.2"
"Groningen","All Levels","Unemployment","8.2"
"Groningen","Levels 0-2","Unemployment","14.1"
"Groningen","Levels 3 - 4","Unemployment","8.8"
"Groningen","Levels 5 - 8","Unemployment","4.2"
"Basse-Normandie","All Levels","Unemployment","8.6"
"Basse-Normandie","Levels 0-2","Unemployment","11.9"
"Basse-Normandie","Levels 3 - 4","Unemployment","9"
"Basse-Normandie","Levels 5 - 8","Unemployment","5.6"
"Södra Sverige","All Levels","Unemployment","7.1"
"Södra Sverige","Levels 0-2","Unemployment","18"
"Södra Sverige","Levels 3 - 4","Unemployment","5.6"
"Södra Sverige","Levels 5 - 8","Unemployment","4.3"
"Centro (PT)","All Levels","Unemployment","8.6"
"Centro (PT)","Levels 0-2","Unemployment","8.1"
"Centro (PT)","Levels 3 - 4","Unemployment","11.5"
"Centro (PT)","Levels 5 - 8","Unemployment","6.7"
"Norra Sverige","All Levels","Unemployment","6.9"
"Norra Sverige","Levels 0-2","Unemployment","19"
"Norra Sverige","Levels 3 - 4","Unemployment","5.4"
"Norra Sverige","Levels 5 - 8","Unemployment","3.6"
"Severozápad","All Levels","Unemployment","5.2"
"Severozápad","Levels 0-2","Unemployment","24.7"
"Severozápad","Levels 3 - 4","Unemployment","3.5"
"Severozápad","Levels 5 - 8","Unemployment","1.4"
"Prov. Luxembourg (BE)","All Levels","Unemployment","7.8"
"Prov. Luxembourg (BE)","Levels 0-2","Unemployment","14.5"
"Prov. Luxembourg (BE)","Levels 3 - 4","Unemployment","7.8"
"Prov. Luxembourg (BE)","Levels 5 - 8","Unemployment","4.5"
"Yuzhen tsentralen","All Levels","Unemployment","7.1"
"Yuzhen tsentralen","Levels 0-2","Unemployment","18.4"
"Yuzhen tsentralen","Levels 3 - 4","Unemployment","5.5"
"Yuzhen tsentralen","Levels 5 - 8","Unemployment","3.5"
"Zachodniopomorskie","All Levels","Unemployment","7"
"Zachodniopomorskie","Levels 0-2","Unemployment","16.9"
"Zachodniopomorskie","Levels 3 - 4","Unemployment","7.7"
"Zachodniopomorskie","Levels 5 - 8","Unemployment","2.9"
"Mellersta Norrland","All Levels","Unemployment","6.8"
"Mellersta Norrland","Levels 0-2","Unemployment","19.7"
"Mellersta Norrland","Levels 3 - 4","Unemployment","5.9"
"Mellersta Norrland","Levels 5 - 8","Unemployment","1.9"
"Stockholm","All Levels","Unemployment","6.5"
"Stockholm","Levels 0-2","Unemployment","18.4"
"Stockholm","Levels 3 - 4","Unemployment","5.6"
"Stockholm","Levels 5 - 8","Unemployment","3.8"
"Makroregion Pólnocny","All Levels","Unemployment","7"
"Makroregion Pólnocny","Levels 0-2","Unemployment","16"
"Makroregion Pólnocny","Levels 3 - 4","Unemployment","7.8"
"Makroregion Pólnocny","Levels 5 - 8","Unemployment","3.3"
"Mazowiecki regionalny","All Levels","Unemployment","7.8"
"Mazowiecki regionalny","Levels 0-2","Unemployment","13.1"
"Mazowiecki regionalny","Levels 3 - 4","Unemployment","8.3"
"Mazowiecki regionalny","Levels 5 - 8","Unemployment","4.9"
"Leipzig","All Levels","Unemployment","6"
"Leipzig","Levels 0-2","Unemployment","21.5"
"Leipzig","Levels 3 - 4","Unemployment","6.3"
"Leipzig","Levels 5 - 8","Unemployment",
"Sud - Muntenia","All Levels","Unemployment","8.9"
"Sud - Muntenia","Levels 0-2","Unemployment","11.1"
"Sud - Muntenia","Levels 3 - 4","Unemployment","9.3"
"Sud - Muntenia","Levels 5 - 8","Unemployment","4.4"
"Auvergne","All Levels","Unemployment","7.2"
"Auvergne","Levels 0-2","Unemployment","14.9"
"Auvergne","Levels 3 - 4","Unemployment","6.9"
"Auvergne","Levels 5 - 8","Unemployment","4.3"
"Inner London - West","All Levels","Unemployment","4.7"
"Inner London - West","Levels 0-2","Unemployment","17.2"
"Inner London - West","Levels 3 - 4","Unemployment","8.3"
"Inner London - West","Levels 5 - 8","Unemployment","3"
"Flevoland","All Levels","Unemployment","8"
"Flevoland","Levels 0-2","Unemployment","14.1"
"Flevoland","Levels 3 - 4","Unemployment","7.2"
"Flevoland","Levels 5 - 8","Unemployment","3.6"
"Västsverige","All Levels","Unemployment","6.5"
"Västsverige","Levels 0-2","Unemployment","17.3"
"Västsverige","Levels 3 - 4","Unemployment","4.9"
"Västsverige","Levels 5 - 8","Unemployment","4"
"Région lémanique","All Levels","Unemployment","7.6"
"Région lémanique","Levels 0-2","Unemployment","12.1"
"Région lémanique","Levels 3 - 4","Unemployment","7.1"
"Région lémanique","Levels 5 - 8","Unemployment","5.9"
"Dolnoslaskie","All Levels","Unemployment","5.5"
"Dolnoslaskie","Levels 0-2","Unemployment","18.8"
"Dolnoslaskie","Levels 3 - 4","Unemployment","5.9"
"Dolnoslaskie","Levels 5 - 8","Unemployment","2.4"
"Limousin","All Levels","Unemployment","7.1"
"Limousin","Levels 0-2","Unemployment","14"
"Limousin","Levels 3 - 4","Unemployment","6.7"
"Limousin","Levels 5 - 8","Unemployment","4.7"
"Yugozapadna i yuzhna tsentralna Bulgaria","All Levels","Unemployment","6"
"Yugozapadna i yuzhna tsentralna Bulgaria","Levels 0-2","Unemployment","17.6"
"Yugozapadna i yuzhna tsentralna Bulgaria","Levels 3 - 4","Unemployment","6"
"Yugozapadna i yuzhna tsentralna Bulgaria","Levels 5 - 8","Unemployment","2.9"
"Alföld és Észak","All Levels","Unemployment","7.2"
"Alföld és Észak","Levels 0-2","Unemployment","16"
"Alföld és Észak","Levels 3 - 4","Unemployment","6.3"
"Alföld és Észak","Levels 5 - 8","Unemployment","2.6"
"Slaskie","All Levels","Unemployment","5.4"
"Slaskie","Levels 0-2","Unemployment","17.7"
"Slaskie","Levels 3 - 4","Unemployment","6"
"Slaskie","Levels 5 - 8","Unemployment","2.8"
"Zahodna Slovenija","All Levels","Unemployment","7.1"
"Zahodna Slovenija","Levels 0-2","Unemployment","12.1"
"Zahodna Slovenija","Levels 3 - 4","Unemployment","7.8"
"Zahodna Slovenija","Levels 5 - 8","Unemployment","4.8"
"West Midlands","All Levels","Unemployment","7.6"
"West Midlands","Levels 0-2","Unemployment","12.2"
"West Midlands","Levels 3 - 4","Unemployment","8"
"West Midlands","Levels 5 - 8","Unemployment","3.9"
"Tekirdag, Edirne, Kirklareli","All Levels","Unemployment","7.5"
"Tekirdag, Edirne, Kirklareli","Levels 0-2","Unemployment","6.5"
"Tekirdag, Edirne, Kirklareli","Levels 3 - 4","Unemployment","9"
"Tekirdag, Edirne, Kirklareli","Levels 5 - 8","Unemployment","8.6"
"Nord-Ovest","All Levels","Unemployment","8.2"
"Nord-Ovest","Levels 0-2","Unemployment","11"
"Nord-Ovest","Levels 3 - 4","Unemployment","7.9"
"Nord-Ovest","Levels 5 - 8","Unemployment","4.3"
"Eesti","All Levels","Unemployment","6.8"
"Eesti","Levels 0-2","Unemployment","12.7"
"Eesti","Levels 3 - 4","Unemployment","7.8"
"Eesti","Levels 5 - 8","Unemployment","3.9"
"Estonia","All Levels","Unemployment","6.8"
"Estonia","Levels 0-2","Unemployment","12.7"
"Estonia","Levels 3 - 4","Unemployment","7.8"
"Estonia","Levels 5 - 8","Unemployment","3.9"
"Makroregion Centralny","All Levels","Unemployment","6.6"
"Makroregion Centralny","Levels 0-2","Unemployment","13.7"
"Makroregion Centralny","Levels 3 - 4","Unemployment","7.5"
"Makroregion Centralny","Levels 5 - 8","Unemployment","3.3"
"Bati Marmara","All Levels","Unemployment","7.2"
"Bati Marmara","Levels 0-2","Unemployment","5.8"
"Bati Marmara","Levels 3 - 4","Unemployment","8.8"
"Bati Marmara","Levels 5 - 8","Unemployment","9.2"
"Makroregion Poludniowo-Zachodni","All Levels","Unemployment","5.3"
"Makroregion Poludniowo-Zachodni","Levels 0-2","Unemployment","17.5"
"Makroregion Poludniowo-Zachodni","Levels 3 - 4","Unemployment","5.7"
"Makroregion Poludniowo-Zachodni","Levels 5 - 8","Unemployment","2.5"
"Tees Valley and Durham","All Levels","Unemployment","7"
"Tees Valley and Durham","Levels 0-2","Unemployment","13"
"Tees Valley and Durham","Levels 3 - 4","Unemployment","6.2"
"Tees Valley and Durham","Levels 5 - 8","Unemployment","4.8"
"Poland","All Levels","Unemployment","6.2"
"Poland","Levels 0-2","Unemployment","14.5"
"Poland","Levels 3 - 4","Unemployment","6.9"
"Poland","Levels 5 - 8","Unemployment","3.3"
"Thüringen","All Levels","Unemployment","5.1"
"Thüringen","Levels 0-2","Unemployment","18.1"
"Thüringen","Levels 3 - 4","Unemployment","4.9"
"Thüringen","Levels 5 - 8","Unemployment","2.8"
"North East (UK)","All Levels","Unemployment","7"
"North East (UK)","Levels 0-2","Unemployment","12.4"
"North East (UK)","Levels 3 - 4","Unemployment","7"
"North East (UK)","Levels 5 - 8","Unemployment","4.3"
