forbes_billionaires_geo.Rank,forbes_billionaires_geo.Name,forbes_billionaires_geo.Country,forbes_billionaires_geo.Source,Sum(forbes_billionaires_geo.Age),Sum(forbes_billionaires_geo.NetWorth),Sum(forbes_billionaires_geo.Children)
1580,Brett Blundy,Australia,"retail, agribusiness",61,2,2
1580,Charles Munger,United States,Berkshire Hathaway,97,2,8
1580,Craig McCaw,United States,telecom,71,2,3
1580,Dai Wenjun,China,food,52,2,
1580,David Nahmad,Monaco,art collection,74,2,3
1580,Dennis Gillings,United Kingdom,drug testing,77,2,
1580,Dou Zhenggang,China,"energy, chemicals",67,2,
1580,Fang Hongbo,China,home appliances,54,2,
1580,Georg von Opel,Switzerland,"real estate, investments",55,2,5
1580,George Argyros & family,United States,"real estate, investments",84,2,3
1580,George Joseph,United States,insurance,99,2,5
1580,Glenn Dubin,United States,hedge funds,64,2,3
1580,Hamdi Ulukaya,Turkey,greek yogurt,48,2,
1580,Henri Beaufour,France,pharmaceuticals,55,2,
1580,Horst Wortmann,Germany,footwear,79,2,
1580,Hou Juncheng,China,cosmetics,56,2,
1580,Ibrahim Erdemoglu,Turkey,carpet,58,2,3
1580,Igor Rybakov,Russia,building materials,48,2,4
1580,Ilona Herlin,Finland,"elevators, escalators",56,2,
1580,Isak Andic & family,Spain,fashion retail,67,2,3
1580,J. Hyatt Brown,United States,insurance,83,2,
1580,J. Tomilson Hill,United States,investments,72,2,2
1580,Jed McCaleb,United States,cryptocurrency,46,2,
1580,Jeffery Hildebrand,United States,oil,62,2,3
1580,Jeffrey Lorberbaum,United States,flooring,66,2,
1580,Jennifer Pritzker,United States,"hotels, investments",70,2,3
1580,"Joe Rogers, Jr.",United States,Waffle House,,2,
1580,John de Mol,Netherlands,TV programs,66,2,1
1580,John Elkann,Italy,"FIAT, investments",45,2,
1580,Jonathan Nelson,United States,private equity,64,2,3
1580,Ke Yunfeng & family,China,retailing,54,2,
1580,Kenneth Feld & family,United States,live entertainment,72,2,3
1580,Kevin Plank,United States,Under Armour,48,2,2
1580,Li Yong,China,education,44,2,
1580,Linda Pritzker,United States,"hotels, investments",67,2,3
1580,Liu Yachao,China,education,40,2,
1580,Mahendra Prasad,India,pharmaceuticals,81,2,
1580,Marina Prada,Italy,luxury goods,75,2,
1580,Martua Sitorus,Indonesia,palm oil,61,2,4
1580,Masaaki Arai,Japan,home sales,55,2,
1580,Miao Yongjun,China,clinical diagnostics,53,2,
1580,Mikhail Shelkov,Russia,titanium,52,2,
1580,Nicola Leibinger-Kammueller,Germany,manufacturing,61,2,4
1580,Orion Hindawi,United States,software,41,2,2
1580,Pavel Baudis,Czechia,software,60,2,2
1580,Peter Leibinger,Germany,machine tools,54,2,4
1580,Pierre Karl PÃ©ladeau,Canada,media,59,2,3
1580,Regine Leibinger,Germany,machine tools,58,2,2
1580,Reid Hoffman,United States,LinkedIn,53,2,
1580,Robert Miller,Canada,electronics components,75,2,2
1580,Roberto Angelini Rossi,Chile,"forestry, mining",72,2,4
1580,S. Daniel Abraham,United States,Slim-Fast,96,2,6
1580,Sam Goi,Singapore,frozen foods,74,2,3
1580,Sathien Setthasit,Thailand,energy drinks,67,2,3
1580,Sergei Kolesnikov,Russia,building materials,49,2,4
1580,Shen Xiqiang & family,China,chemical,73,2,
1580,Sol Daurella,Spain,Coca-Cola bottler,55,2,
1580,Solomon Lew,Australia,retail,76,2,3
1580,Stanley Tang,United States,food delivery app,28,2,
1580,Sylvia Stroeher,Germany,cosmetics,65,2,1
1580,Tang Xiuguo,China,manufacturing,57,2,1
1580,Thaksin Shinawatra,Thailand,investments,71,2,3
1580,Thomas Lee,United States,private equity,77,2,5
1580,W. Herbert Hunt,United States,oil,92,2,5
1580,Walter Frey,Switzerland,car dealerships,77,2,
1580,Wang Chaobin,China,real estate,65,2,
1580,Wang Zhenghua,China,budget airline,77,2,
1580,Wei Ing-Chou,Taiwan,"food, beverages",67,2,3
1580,Wichai Thongtang,Thailand,investments,74,2,4
1580,William Young,United States,plastics,80,2,4
1580,Wu Junbao,China,education,55,2,
1580,Wu Kai,China,batteries,53,2,
1580,Xue Xiangdong & family,China,software,62,2,
1580,Yan Zhi,China,real estate,48,2,
1580,Yasuhiro Fukushima,Japan,video games,73,2,
1580,Zhang Xuansong,China,supermarkets,49,2,
1833,Alex Birkenstock,Germany,shoes,52,1.7,
1833,Alexandra Daitch,United States,Cargill,58,1.7,1
1833,Andres Santo Domingo,United States,beer,42,1.7,2
1833,Anurang Jain,India,auto parts,59,1.7,2
1833,Bernd Freier,Germany,fashion retail,64,1.7,2
1833,Bianca Rinehart,Australia,mining,44,1.7,2
1833,Bill Liu,China,electronics,38,1.7,
1833,Brunello Cucinelli & family,Italy,fashion,67,1.7,2
1833,Chang-Woo Han & family,Japan,pachinko parlors,90,1.7,6
1833,Chao Teng-hsiung,Taiwan,real estate,76,1.7,3
1833,Charlotte Colket Weber,United States,Campbell Soup,78,1.7,4
1833,Chatchai Kaewbootta,Thailand,auto loans,69,1.7,2
1833,Chen Guoxiang & family,China,real estate,70,1.7,
1833,Chen Wenyuan & family,China,testing equipment,53,1.7,
1833,Chen Xueling,China,stationery,53,1.7,
1833,Cheng Xianfeng,China,pharmaceuticals,52,1.7,
1833,Chirayu Amin,India,pharmaceuticals,74,1.7,3
1833,Christian Birkenstock,Germany,shoes,48,1.7,
1833,Christoph Henkel,Germany,consumer goods,63,1.7,
1833,Christopher Goldsbury,United States,salsa,78,1.7,1
1833,Daniel Chiu,Hong Kong,oil & gas,60,1.7,
1833,David Feffer,Brazil,pulp and paper,64,1.7,
1833,David Lichtenstein,United States,real estate,59,1.7,
1833,Devendra Jain,India,chemicals,92,1.7,4
1833,Djoko Susanto,Indonesia,supermarkets,71,1.7,5
1833,Edward Lampert,United States,Sears,58,1.7,3
1833,Eric Jing,China,e-commerce,48,1.7,
1833,Fernando Roig,Spain,supermarkets,73,1.7,2
1833,G. Gnanalingam,Malaysia,ports,76,1.7,3
1833,Gary Michelson,United States,medical patents,72,1.7,1
1833,Giammaria Giuliani,Switzerland,pharmaceuticals,43,1.7,
1833,Ginia Rinehart,Australia,mining,34,1.7,
1833,Giuliana Caprotti,Italy,supermarkets,80,1.7,
1833,Henadiy Boholyubov,Ukraine,"banking, investments",59,1.7,5
1833,Henry Engelhardt,United States,insurance,63,1.7,4
1833,Hope Welker,Australia,mining,35,1.7,2
1833,Ion Tiriac,Romania,"banking, insurance",81,1.7,2
1833,Ivan Chrenko,Slovakia,real estate,53,1.7,
1833,Ivan Savvidis,Russia,agribusiness,62,1.7,2
1833,Jerry Reinsdorf,United States,sports teams,85,1.7,4
1833,Jia Tianjiang & family,China,non-ferrous metals,58,1.7,
1833,Jimmy John Liautaud,United States,sandwich chain,57,1.7,3
1833,John Hancock,Australia,mining,45,1.7,3
1833,Jorge Perez,United States,real estate,71,1.7,4
1833,Kagemasa Kozuki,Japan,video games,80,1.7,2
1833,Kim Sang-yeol,South Korea,construction,60,1.7,2
1833,Lee Joon-ho,South Korea,online games,56,1.7,2
1833,Lee Seo-hyun,South Korea,Samsung,47,1.7,4
1833,Lu Di,China,drones,,1.7,
1833,Lucy Stitzer,United States,Cargill,61,1.7,3
1833,Ma Xiuhui,China,LED lighting,50,1.7,
1833,Marc Andreessen,United States,venture capital investing,49,1.7,1
1833,Marina Caprotti,Italy,supermarkets,43,1.7,
1833,Markus Persson,Sweden,computer games,41,1.7,
1833,Megdet Rahimkulov & family,Russia,investments,75,1.7,3
1833,Mochtar Riady & family,Indonesia,diversified,91,1.7,6
1833,Narendrakumar Parekh,India,adhesives,83,1.7,3
1833,Nicholas Pritzker,United States,"hotels, investments",77,1.7,4
1833,Nicolas Berggruen,United States,investments,59,1.7,
1833,Patrick Hanrahan,United States,software,65,1.7,
1833,Paul Foster,United States,oil refining,63,1.7,2
1833,Pavel Tykac,Czechia,coal mines,56,1.7,4
1833,Peter Buck,United States,Subway sandwich shops,90,1.7,1
1833,Peter Szulczewski,Canada,e-commerce,39,1.7,
1833,Philip Fayer,Canada,online payments,,1.7,
1833,R.G. Chandramogan,India,dairy,,1.7,
1833,Rajju Shroff,India,agrochemicals,87,1.7,3
1833,Richard Chang,Taiwan,"real estate, electronics",74,1.7,
1833,Robert Friedland,United States,mining,70,1.7,3
1833,Robert Toennies,Germany,meat processing,42,1.7,
1833,Rufino Vigil Gonzalez,Mexico,steel,72,1.7,4
1833,Sabrina Benetton,Italy,"fashion retail, investments",47,1.7,3
1833,Said Gutseriev,Russia,"oil, retail",33,1.7,1
1833,Saket Burman,United Kingdom,consumer goods,44,1.7,
1833,Sarah MacMillan,United States,Cargill,67,1.7,3
1833,Sergei Katsiev,Russia,"retail, wholesale",63,1.7,2
1833,Shalom Meckenzie,Israel,â˜…,44,1.7,4
1833,Shao Genhuo,China,agribusiness,55,1.7,2
1833,Shao Qinxiang,China,diversified,66,1.7,
1833,Sheryl Sandberg,United States,Facebook,51,1.7,2
1833,Stewart Butterfield,Canada,messaging software,48,1.7,
1833,Theodore Rachmat,Indonesia,diversified,77,1.7,3
1833,Todd McKinnon,United States,software,49,1.7,2
1833,Tony Chen,Taiwan,electronics,71,1.7,
1833,Tung Ching Sai,China,manufacturing,56,1.7,
1833,Vasily Anisimov,Russia,real estate,69,1.7,4
1833,Vonnarat Tangkaravakoon,Thailand,"wire & cables, paints",49,1.7,
1833,Wang Junmin,China,pharmaceuticals,52,1.7,
1833,Wang Yanqing & family,China,carbon fiber products,55,1.7,
1833,Wu Ying,China,materials,57,1.7,
1833,Wu Yulan,China,pharmaceuticals,51,1.7,
1833,Xie Weitong,Taiwan,cobalt,64,1.7,
1833,Xu Xudong & family,China,auto parts,51,1.7,
1833,Yang Yunyun,China,retail,44,1.7,
1833,Ye Yanqiao,China,soy sauce,51,1.7,
1833,Yves-Loic Martin,France,laboratory services,55,1.7,
1833,Zeng Chaoyi,China,aluminum products,52,1.7,
1833,Zhang Guiping & family,China,real estate,69,1.7,1
1931,Ajay Parekh,India,adhesives,63,1.6,2
1931,Alexander Klyachin,Russia,real estate,53,1.6,2
1931,Alexandre Grendene Bartelle,Brazil,shoes,71,1.6,7
1931,Alfredo Egydio Arruda Villela Filho,Brazil,banking,51,1.6,
1931,Amit Burman,India,consumer goods,51,1.6,2
1931,Asok Kumar Hiranandani,Singapore,real estate,66,1.6,2
1931,"B. Wayne Hughes, Jr.",United States,storage facilities,60,1.6,
1931,Barry Silbert,United States,cryptocurrency,44,1.6,
1931,Bernhard Braun-Luedicke,Germany,medical technology,44,1.6,
1931,Bhadresh Shah,India,engineering,69,1.6,2
1931,Catherine Lozick,United States,valve manufacturing,76,1.6,
1931,Chen Kaichen,China,household chemicals,,1.6,
1931,Chen Qiongxiang,China,batteries,,1.6,
1931,Chen Xuehua,China,nonferrous,60,1.6,
1931,Chen Yung-tai,Taiwan,real estate,85,1.6,6
1931,Chen Zemin & family,China,food,78,1.6,
1931,Clemens Toennies,Germany,meat processing,64,1.6,
1931,Daniel Feffer,Brazil,pulp and paper,61,1.6,
1931,David Mindus,Sweden,real estate,49,1.6,1
1931,David Paul,United States,medical devices,54,1.6,
1931,David Zalik,United States,financial technology,47,1.6,3
1931,Deniz Sahenk,Turkey,diversified,75,1.6,2
1931,Ding Lieming & family,China,pharmaceuticals,57,1.6,
1931,Domenico Dolce,Italy,luxury goods,62,1.6,
1931,Donald Foss,United States,auto loans,76,1.6,2
1931,Eva Maria Braun-Luedicke,Germany,medical technology,34,1.6,
1931,Faisal Bin Qassim Al Thani,Qatar,"hotels, diversified",73,1.6,10
1931,Francisco Jose Riberas Mera,Spain,"steel, autoparts",56,1.6,3
1931,Friederike Braun-Luedicke,Germany,medical technology,37,1.6,
1931,G. Rajendran,India,jewellery,78,1.6,
1931,Gary Magness,United States,"cable TV, investments",67,1.6,3
1931,Geeta Gupta-Fisker,United Kingdom,â˜…,46,1.6,
1931,Heikki Herlin,Finland,"elevators, escalators",34,1.6,
1931,Henrik Fisker,United States,â˜…,57,1.6,
1931,Ho Hung Anh,Vietnam,"consumer products, banking",50,1.6,3
1931,Huang Zhengcong,Hong Kong,electronics,54,1.6,
1931,Ian Wood & family,United Kingdom,energy services,78,1.6,3
1931,Jean-Pierre Cayard,France,spirits,78,1.6,1
1931,Jenny LindÃ©n Urnes,Sweden,powdered metal,50,1.6,1
1931,Jiang Yintai & family,China,auto parts,70,1.6,
1931,Jorge Feffer,Brazil,pulp and paper,56,1.6,
1931,Juan Maria Riberas Mera,Spain,"steel, investments",52,1.6,5
1931,Ke Guihua,China,auto parts,55,1.6,
1931,Kentaro Ogawa,Japan,restaurants,72,1.6,
1931,Leonid Simanovsky,Russia,investments,71,1.6,1
1931,Lesley Bamberger,Netherlands,real estate,55,1.6,
1931,Li Li,China,pharmaceuticals,57,1.6,
1931,Li Zhen & family,China,lithium batteries,57,1.6,
1931,Liang Yanfeng & family,China,real estate,56,1.6,
1931,Lisa Draexlmaier,Germany,auto parts,30,1.6,
1931,Liu Yingqi,China,technology,44,1.6,
1931,Manuel Lao Hernandez,Spain,casinos,76,1.6,3
1931,Mao Lixiang & family,China,cooking appliances,80,1.6,
1931,Mario Moretti Polegato & family,Italy,shoes,68,1.6,1
1931,Massimo Moratti,Italy,oil refinery,75,1.6,5
1931,Michael Jordan,United States,"Charlotte Hornets, endorsements",58,1.6,5
1931,Michael Lee-Chin,Canada,mutual funds,70,1.6,5
1931,Miguel Fluxa Rossello,Spain,hotels,82,1.6,2
1931,Mohammed Dewji,Tanzania,diversified,45,1.6,3
1931,Myron Wentz,St. Kitts and Nevis,health products,81,1.6,3
1931,Nelson Peltz,United States,investments,78,1.6,10
1931,Ni Zugen,China,appliances,64,1.6,
1931,Niranjan Hiranandani,India,real estate,71,1.6,2
1931,Norbert Dentressangle,France,"transport, logistics",66,1.6,
1931,P.P. Reddy,India,infrastructure,63,1.6,2
1931,Pan Gang,China,dairy,50,1.6,
1931,Patricia Angelini Rossi,Chile,"forestry, mining",67,1.6,3
1931,Peter Sperling,United States,education,61,1.6,2
1931,Petro Poroshenko,Ukraine,confectionery,55,1.6,4
1931,Prachak Tangkaravakoon,Thailand,paints,77,1.6,4
1931,Robert Langer,United States,biotech,72,1.6,3
1931,Ruben Feffer,Brazil,pulp and paper,,1.6,
1931,Rubens Ometto Silveira Mello,Brazil,"sugar, ethanol",71,1.6,
1931,Ryan Cohen,Canada,investments,35,1.6,
1931,Sebastian Kulczyk,Poland,diversified,40,1.6,
1931,Shen Hua & family,United States,semiconductors,58,1.6,
1931,Shigefumi Wada,Japan,software,68,1.6,2
1931,Stefano Gabbana,Italy,luxury goods,58,1.6,
1931,Subhash Runwal,India,real estate,77,1.6,3
1931,Sun Weijie,China,oilfield equipment,57,1.6,1
1931,Susumu Fujita,Japan,internet media,47,1.6,1
1931,Tang Jianfang,China,packaged foods,,1.6,
1931,Tomas Olivo Lopez,Spain,shopping centers,47,1.6,3
1931,Tran Ba Duong & family,Vietnam,automotive,61,1.6,2
1931,Tseng Cheng,Taiwan,petrochemicals,59,1.6,2
1931,Tung Ching Bor,China,manufacturing,58,1.6,
1931,Wang Qinghua,China,electric equipment,55,1.6,
1931,Wang Xuechao,China,pharmaceuticals,,1.6,
1931,Wang Yiran,China,LCD main board,41,1.6,
1931,William Boyd,United States,"casinos, banking",89,1.6,3
1931,William Koch,United States,"oil, investments",81,1.6,6
1931,Wu Chaoqun,China,chemicals,51,1.6,
1931,Wu Yingming,China,batteries,54,1.6,
1931,Xie Bingkun & family,China,pearlescent pigments,54,1.6,
1931,Xiu Laigui,China,pharmaceuticals,66,1.6,2
1931,Yang Erzhu,China,real estate,70,1.6,
1931,Yang Lijuan,China,restaurants,43,1.6,
1931,Yao Kuizhang,China,beverages,56,1.6,
1931,Yu Peidi,Hong Kong,real estate,61,1.6,3
1931,Zhang Cheng Fei,China,paper & related products,53,1.6,
1931,Zhang Keqiang,China,real estate,61,1.6,
1931,Zhang Shilong & family,China,semiconductor,55,1.6,
1931,Zhang Xiaojuan,China,logistics,51,1.6,
1931,Zhang Yuanlin,China,real estate,45,1.6,
2524,Ahmet Nazif Zorlu,Turkey,diversified,76,1.1,3
2524,Alexander Knauf,Germany,building materials,46,1.1,
2524,Anne Gittinger,United States,Nordstrom department stores,85,1.1,2
2524,Anne Werninghaus,Brazil,industrial machinery,35,1.1,2
2524,Antonio Gallardo Ballart,Spain,pharmaceuticals,85,1.1,3
2524,Bai Houshan,China,lithium battery,57,1.1,
2524,Binny Bansal,India,flipkart,38,1.1,2
2524,Boris Zingarevich,Russia,"pulp and paper, diversified",61,1.1,2
2524,Bruce Mathieson,Australia,hotels,77,1.1,3
2524,Bruce Nordstrom,United States,Nordstrom department stores,87,1.1,3
2524,Cai Hongbin,China,pharmaceuticals,,1.1,
2524,Cao Jianwei,China,semiconductors,42,1.1,
2524,"Cargill MacMillan, III.",United States,Cargill,61,1.1,2
2524,Carl Thoma,United States,investments,72,1.1,2
2524,Carsten Maschmeyer,Germany,finance and investments,61,1.1,2
2524,Chanchai Ruayrungruang,China,real estate,67,1.1,
2524,Chang-soo Kim,South Korea,apparel,60,1.1,
2524,Charles Dunstone,United Kingdom,mobile phones,57,1.1,
2524,Chen Jiancheng,China,manufacturing,62,1.1,
2524,Chen Jinshi & family,China,"construction, real estate",58,1.1,
2524,Chen Yuantai,China,batteries,53,1.1,
2524,Cheng Antares,Hong Kong,liquor,63,1.1,
2524,Daisuke Sasaki,Japan,software,40,1.1,
2524,Dan Wilks,United States,natural gas,64,1.1,6
2524,Danna Azrieli,Israel,real estate,53,1.1,
2524,David Golub,United States,private equity,59,1.1,
2524,Donald Friese,United States,manufacturing,80,1.1,
2524,Edgar Sia II,Philippines,fast food,44,1.1,2
2524,Eduard Kucera,Czechia,software,68,1.1,2
2524,Eduardo Belmont Anderson,Peru,cosmetics,75,1.1,3
2524,Enrico Preziosi,Italy,toys,73,1.1,
2524,Eugene Wu,Taiwan,finance,76,1.1,3
2524,Fahed Hariri,Lebanon,"construction, investments",40,1.1,3
2524,Feng Yuxia,China,pharmaceuticals,56,1.1,
2524,Forrest Preston,United States,health care,88,1.1,
2524,Gao Xingjiang,China,steel,57,1.1,
2524,Gaston Glock & family,Austria,guns,92,1.1,3
2524,Gennady Kozovoy,Russia,coal,69,1.1,2
2524,George Yancopoulos,United States,pharmaceuticals,61,1.1,2
2524,Guo Jianqiang,China,Electrical appliances,53,1.1,
2524,Hary Tanoesoedibjo,Indonesia,media,55,1.1,5
2524,Hedda im Brahm-Droege,Germany,investments,66,1.1,
2524,Henry Davis,United States,beef processing,70,1.1,
2524,Hiroshi Ishibashi,Japan,tires,74,1.1,3
2524,Ho Kuang-chi,Taiwan,restaurants,58,1.1,
2524,Hu Rongda & family,China,chemicals,62,1.1,
2524,Huang Qiaolong & family,China,tourism,61,1.1,
2524,Igor Yusufov,Russia,oil & gas,64,1.1,2
2524,Jack Schuler,United States,pharmaceuticals,80,1.1,3
2524,Jan Van Geet,Belgium,real estate developer,50,1.1,
2524,Jiang Xuefei & family,China,printed circuit boards,51,1.1,
2524,Jin Lei & family,China,medical equipment,55,1.1,
2524,John Bicket,United States,sensor systems,41,1.1,2
2524,John MacMillan,United States,Cargill,71,1.1,4
2524,John Martin,United States,pharmaceuticals,,1.1,2
2524,John McConnell & family,United States,steel,67,1.1,3
2524,Jorge Gallardo Ballart,Spain,pharmaceuticals,79,1.1,3
2524,Kenji Kasahara,Japan,social network,45,1.1,
2524,Lai Baosheng,China,consumer technology,,1.1,
2524,Lai Guogui & family,China,machinery,57,1.1,2
2524,Lam Lung On & family,China,real estate,56,1.1,
2524,Lee Ho-jin,South Korea,diversified,58,1.1,2
2524,Lee Joong-keun,South Korea,"construction, real estate",80,1.1,4
2524,Li Qiong,China,online games,43,1.1,
2524,Li Wenmei & family,China,medical equipment,58,1.1,
2524,Lim Hariyanto Wijaya Sarwono,Indonesia,"palm oil, nickel mining",92,1.1,7
2524,Liu Shenghui,China,infant formula,,1.1,
2524,Lloyd Blankfein,United States,banking,66,1.1,3
2524,Lou Boliang & family,United States,pharmaceuticals,57,1.1,
2524,Low Tuck Kwong,Indonesia,coal,73,1.1,2
2524,Lu Weiding,China,diversified,50,1.1,
2524,Lv Yongxiang,China,magnetic switches,71,1.1,
2524,M.Satyanarayana Reddy,India,pharmaceuticals,63,1.1,2
2524,Madeleine Olsson Ericksson,Sweden,diversified,76,1.1,
2524,Manfredi Lefebvre d'Ovidio,Italy,cruises,68,1.1,1
2524,Martha MacMillan,United States,Cargill,69,1.1,5
2524,Martin Knauf,Germany,building materials,,1.1,
2524,Mats Paulsson & family,Sweden,construction,77,1.1,
2524,Mehmet Sinan Tara,Turkey,construction,62,1.1,3
2524,Michael S. Smith,United States,liquefied natural gas,65,1.1,2
2524,Michiel Le Roux,South Africa,banking,71,1.1,
2524,Ming Hsieh,United States,Fulgent Genetics,65,1.1,2
2524,Mitchell Jacobson,United States,industrial equipment,70,1.1,
2524,Mohammed Ibrahim,United Kingdom,communications,75,1.1,2
2524,Nancy Lerner,United States,"banking, credit cards",60,1.1,5
2524,Naomi Azrieli,Canada,real estate,55,1.1,
2524,Neerja Sethi,United States,"IT consulting, outsourcing",66,1.1,2
2524,Norma Lerner,United States,banking,85,1.1,2
2524,Ou Xueming,China,real estate,72,1.1,
2524,Paul Fireman,United States,Reebok,77,1.1,3
2524,Peng Hao,China,electronics,53,1.1,
2524,Polys Haji-Ioannou,Cyprus,EasyJet,61,1.1,2
2524,Pu Shulin,China,TV shows,65,1.1,
2524,Qiu Lingyun,China,consumer technology,45,1.1,
2524,Radhe Shyam Agarwal,India,consumer goods,76,1.1,3
2524,Radhe Shyam Goenka,India,consumer goods,75,1.1,3
2524,Rahul Gautam,India,mattresses,68,1.1,1
2524,Randolph Lerner,United States,"banking, credit cards",59,1.1,4
2524,"Ricardo Po, Sr. & family",Philippines,canned food,90,1.1,4
2524,Richard Fortin,Canada,convinience stores,72,1.1,
2524,Richard Kayne,United States,investments,75,1.1,3
2524,Robert Knauf,Germany,building materials,,1.1,
2524,Ron Corio,United States,solar,59,1.1,2
2524,Ruan Hongxian & family,China,pharmaceuticals,54,1.1,
2524,Sanjit Biswas,United States,sensor systems,39,1.1,3
2524,Sehat Sutardja,United States,semiconductors,59,1.1,2
2524,Sekar Vembu,India,business software,49,1.1,
2524,Sharon Azrieli,Canada,real estate,60,1.1,
2524,Shin Dong-guk,South Korea,pharmaceuticals,71,1.1,
2524,Shirou Terashita,Japan,investor relations consulting,62,1.1,
2524,Simona Giorgetta,Italy,chemical products,44,1.1,
2524,Soichiro Fukutake,Japan,education,75,1.1,1
2524,Su Rubo,China,real estate,66,1.1,
2524,Sun Xishuang,China,real estate,67,1.1,
2524,Sunil Vachani,India,electronics,52,1.1,2
2524,Susanto Suwarto,Indonesia,media,65,1.1,
2524,Takanori Nakamura,Japan,cloud software,48,1.1,
2524,Tan Eng Kee,Malaysia,factory equipment,51,1.1,3
2524,Tan Yu Wei,Malaysia,retail,48,1.1,
2524,Thomas Bruch,Germany,retail,71,1.1,3
2524,Tony Zhao,China,software,49,1.1,
2524,Trudy Shan Dai,China,e-commerce,45,1.1,
2524,Tseng Sing-ai,Taiwan,petrochemicals,,1.1,
2524,Vera Rechulski Santo Domingo,Brazil,beer,72,1.1,2
2524,Wang Han,China,airline,33,1.1,
2524,Wang Jianliang,China,consumer technology,45,1.1,
2524,Wang Kunxiao,China,oilfield equipment,51,1.1,
2524,Weili Dai,United States,semiconductors,59,1.1,2
2524,Wen Pengcheng & family,China,agribusiness,58,1.1,
2524,Wen Yibo & family,China,wastewater treatment,55,1.1,1
2524,William MacMillan,United States,Cargill,66,1.1,
2524,Wong Hei & family,China,conglomerate,59,1.1,
2524,Wong Hong King,China,real estate,59,1.1,
2524,Wu Chung-yi,Taiwan,manufacturing,65,1.1,
2524,Wu Eddie Yongming,China,e-commerce,46,1.1,
2524,Wu Wei,China,education,53,1.1,
2524,Xiao Guoqing,China,education,52,1.1,
2524,Yao Lisheng,China,electronics,,1.1,
2524,Yasseen Mansour,Egypt,diversified,59,1.1,4
2524,Yoshikazu Tanaka,Japan,social network,44,1.1,
2524,Yu Faxiang,China,"tourism, cultural industry",49,1.1,
2524,Yuan Jinhua,China,manufacturing,62,1.1,
2524,Zan Shengda,China,diversified,58,1.1,
2524,Zeng Huansha,China,real estate,53,1.1,
2524,Zhang Xuewu,China,snacks,46,1.1,
2524,Zhang Yuxiang & family,China,apparel,56,1.1,
2524,Zhao Tongtong,Canada,hotels,54,1.1,
2524,Zhong Peifeng,United States,semiconductor,58,1.1,
2524,Zhou Ping & family,China,utilities,58,1.1,
2524,Zhou Yahui,China,online games,44,1.1,
1664,Alexis LÃª-QuÃ´c,United States,cloud computing,,1.9,
1664,Anand Mahindra,India,diversified,66,1.9,2
1664,Andrey Andreev,United Kingdom,online dating,47,1.9,
1664,Andrey Blokh,Russia,cannabis,57,1.9,3
1664,Anita Zucker,United States,chemicals,69,1.9,3
1664,Arthur Irving,Canada,oil,91,1.9,5
1664,Aziz Akhannouch & family,Morocco,"petroleum, diversified",60,1.9,3
1664,Beda Diethelm,Switzerland,hearing aids,80,1.9,
1664,Benoit Dageville,United States,software,54,1.9,2
1664,Bill Haslam,United States,gas stations,62,1.9,3
1664,Brian Roberts,United States,Comcast,61,1.9,3
1664,Bulent Eczacibasi,Turkey,"pharmaceuticals, diversified",71,1.9,2
1664,Changpeng Zhao,China,cryptocurrency exchange,45,1.9,
1664,Chen Shiliang,China,polyester,57,1.9,
1664,Chen Tei-fu,Taiwan,herbal products,73,1.9,5
1664,Christopher Kwok,Hong Kong,real estate,35,1.9,1
1664,Christopher Rokos,United Kingdom,hedge fund,50,1.9,
1664,Chung Yong-jin,South Korea,retail,52,1.9,4
1664,David Teoh & family,Australia,telecom,65,1.9,4
1664,Edward Kwok,Hong Kong,real estate,40,1.9,
1664,Ermirio Pereira de Moraes,Brazil,diversified,88,1.9,7
1664,Evgeny (Eugene) Shvidler,United States,"oil & gas, investments",,1.9,
1664,Felix Baker,United States,biotech investing,52,1.9,
1664,Francois Feuillet,France,"motorhomes, RVs",72,1.9,
1664,Frank Slootman,United States,software,62,1.9,2
1664,Fred Ehrsam,United States,cryptocurrency exchange,32,1.9,
1664,Gao Yi & family,China,pharmaceuticals,52,1.9,
1664,Gao Yu,China,information technology,,1.9,
1664,Gordon Wu,Hong Kong,real estate,85,1.9,4
1664,Hamilton James,United States,investments,69,1.9,3
1664,Huang Jiangji,Hong Kong,smartphones,,1.9,
1664,Ipek Kirac,Turkey,diversified,36,1.9,
1664,James Dinan,United States,hedge funds,61,1.9,3
1664,Jiang Zhaobai,China,real estate,57,1.9,
1664,Joao Alves de Queiroz Filho,Brazil,pharmaceuticals,68,1.9,3
1664,Josef Boquoi & family,Germany,frozen foods,87,1.9,3
1664,Julian Baker,United States,investing,54,1.9,
1664,Ke Jinlong & family,China,retailing,,1.9,
1664,Ke Kangbao & family,China,retailing,58,1.9,
1664,Kevin Systrom,United States,Instagram,37,1.9,1
1664,Kurt Krieger,Germany,furniture retailing,73,1.9,3
1664,Lachhman Das Mittal,India,tractors,90,1.9,5
1664,Larry Robbins,United States,hedge funds,51,1.9,4
1664,Lee Bass,United States,"oil, investments",64,1.9,
1664,Li Guangyu,China,education,57,1.9,
1664,Li Hongjing,China,auto parts,53,1.9,
1664,Li Jiaquan,China,chemicals,57,1.9,
1664,Li Min,China,semiconductor,55,1.9,
1664,Lin Dingqiang & family,Hong Kong,real estate,54,1.9,
1664,Louise Lindh,Sweden,investments,41,1.9,
1664,Maria Helena Moraes Scripilliti,Brazil,diversified,90,1.9,4
1664,Mark Dixon,United Kingdom,office real estate,61,1.9,5
