forbes_billionaires_geo.Rank,forbes_billionaires_geo.Name,forbes_billionaires_geo.Country,forbes_billionaires_geo.Source,Sum(forbes_billionaires_geo.NetWorth),Sum(forbes_billionaires_geo.Age),Sum(forbes_billionaires_geo.Children)
1580,Brett Blundy,Australia,"retail, agribusiness",2,61,2
1580,Charles Munger,United States,Berkshire Hathaway,2,97,8
1580,Craig McCaw,United States,telecom,2,71,3
1580,Dai Wenjun,China,food,2,52,
1580,David Nahmad,Monaco,art collection,2,74,3
1580,Dennis Gillings,United Kingdom,drug testing,2,77,
1580,Dou Zhenggang,China,"energy, chemicals",2,67,
1580,Fang Hongbo,China,home appliances,2,54,
1580,Georg von Opel,Switzerland,"real estate, investments",2,55,5
1580,George Argyros & family,United States,"real estate, investments",2,84,3
1580,George Joseph,United States,insurance,2,99,5
1580,Glenn Dubin,United States,hedge funds,2,64,3
1580,Hamdi Ulukaya,Turkey,greek yogurt,2,48,
1580,Henri Beaufour,France,pharmaceuticals,2,55,
1580,Horst Wortmann,Germany,footwear,2,79,
1580,Hou Juncheng,China,cosmetics,2,56,
1580,Ibrahim Erdemoglu,Turkey,carpet,2,58,3
1580,Igor Rybakov,Russia,building materials,2,48,4
1580,Ilona Herlin,Finland,"elevators, escalators",2,56,
1580,Isak Andic & family,Spain,fashion retail,2,67,3
1580,J. Hyatt Brown,United States,insurance,2,83,
1580,J. Tomilson Hill,United States,investments,2,72,2
1580,Jed McCaleb,United States,cryptocurrency,2,46,
1580,Jeffery Hildebrand,United States,oil,2,62,3
1580,Jeffrey Lorberbaum,United States,flooring,2,66,
1580,Jennifer Pritzker,United States,"hotels, investments",2,70,3
1580,"Joe Rogers, Jr.",United States,Waffle House,2,,
1580,John de Mol,Netherlands,TV programs,2,66,1
1580,John Elkann,Italy,"FIAT, investments",2,45,
1580,Jonathan Nelson,United States,private equity,2,64,3
1580,Ke Yunfeng & family,China,retailing,2,54,
1580,Kenneth Feld & family,United States,live entertainment,2,72,3
1580,Kevin Plank,United States,Under Armour,2,48,2
1580,Li Yong,China,education,2,44,
1580,Linda Pritzker,United States,"hotels, investments",2,67,3
1580,Liu Yachao,China,education,2,40,
1580,Mahendra Prasad,India,pharmaceuticals,2,81,
1580,Marina Prada,Italy,luxury goods,2,75,
1580,Martua Sitorus,Indonesia,palm oil,2,61,4
1580,Masaaki Arai,Japan,home sales,2,55,
1580,Miao Yongjun,China,clinical diagnostics,2,53,
1580,Mikhail Shelkov,Russia,titanium,2,52,
1580,Nicola Leibinger-Kammueller,Germany,manufacturing,2,61,4
1580,Orion Hindawi,United States,software,2,41,2
1580,Pavel Baudis,Czechia,software,2,60,2
1580,Peter Leibinger,Germany,machine tools,2,54,4
1580,Pierre Karl PÃ©ladeau,Canada,media,2,59,3
1580,Regine Leibinger,Germany,machine tools,2,58,2
1580,Reid Hoffman,United States,LinkedIn,2,53,
1580,Robert Miller,Canada,electronics components,2,75,2
1580,Roberto Angelini Rossi,Chile,"forestry, mining",2,72,4
1580,S. Daniel Abraham,United States,Slim-Fast,2,96,6
1580,Sam Goi,Singapore,frozen foods,2,74,3
1580,Sathien Setthasit,Thailand,energy drinks,2,67,3
1580,Sergei Kolesnikov,Russia,building materials,2,49,4
1580,Shen Xiqiang & family,China,chemical,2,73,
1580,Sol Daurella,Spain,Coca-Cola bottler,2,55,
1580,Solomon Lew,Australia,retail,2,76,3
1580,Stanley Tang,United States,food delivery app,2,28,
1580,Sylvia Stroeher,Germany,cosmetics,2,65,1
1580,Tang Xiuguo,China,manufacturing,2,57,1
1580,Thaksin Shinawatra,Thailand,investments,2,71,3
1580,Thomas Lee,United States,private equity,2,77,5
1580,W. Herbert Hunt,United States,oil,2,92,5
1580,Walter Frey,Switzerland,car dealerships,2,77,
1580,Wang Chaobin,China,real estate,2,65,
1580,Wang Zhenghua,China,budget airline,2,77,
1580,Wei Ing-Chou,Taiwan,"food, beverages",2,67,3
1580,Wichai Thongtang,Thailand,investments,2,74,4
1580,William Young,United States,plastics,2,80,4
1580,Wu Junbao,China,education,2,55,
1580,Wu Kai,China,batteries,2,53,
1580,Xue Xiangdong & family,China,software,2,62,
1580,Yan Zhi,China,real estate,2,48,
1580,Yasuhiro Fukushima,Japan,video games,2,73,
1580,Zhang Xuansong,China,supermarkets,2,49,
1833,Alex Birkenstock,Germany,shoes,1.7,52,
1833,Alexandra Daitch,United States,Cargill,1.7,58,1
1833,Andres Santo Domingo,United States,beer,1.7,42,2
1833,Anurang Jain,India,auto parts,1.7,59,2
1833,Bernd Freier,Germany,fashion retail,1.7,64,2
1833,Bianca Rinehart,Australia,mining,1.7,44,2
1833,Bill Liu,China,electronics,1.7,38,
1833,Brunello Cucinelli & family,Italy,fashion,1.7,67,2
1833,Chang-Woo Han & family,Japan,pachinko parlors,1.7,90,6
1833,Chao Teng-hsiung,Taiwan,real estate,1.7,76,3
1833,Charlotte Colket Weber,United States,Campbell Soup,1.7,78,4
1833,Chatchai Kaewbootta,Thailand,auto loans,1.7,69,2
1833,Chen Guoxiang & family,China,real estate,1.7,70,
1833,Chen Wenyuan & family,China,testing equipment,1.7,53,
1833,Chen Xueling,China,stationery,1.7,53,
1833,Cheng Xianfeng,China,pharmaceuticals,1.7,52,
1833,Chirayu Amin,India,pharmaceuticals,1.7,74,3
1833,Christian Birkenstock,Germany,shoes,1.7,48,
1833,Christoph Henkel,Germany,consumer goods,1.7,63,
1833,Christopher Goldsbury,United States,salsa,1.7,78,1
1833,Daniel Chiu,Hong Kong,oil & gas,1.7,60,
1833,David Feffer,Brazil,pulp and paper,1.7,64,
1833,David Lichtenstein,United States,real estate,1.7,59,
1833,Devendra Jain,India,chemicals,1.7,92,4
1833,Djoko Susanto,Indonesia,supermarkets,1.7,71,5
1833,Edward Lampert,United States,Sears,1.7,58,3
1833,Eric Jing,China,e-commerce,1.7,48,
1833,Fernando Roig,Spain,supermarkets,1.7,73,2
1833,G. Gnanalingam,Malaysia,ports,1.7,76,3
1833,Gary Michelson,United States,medical patents,1.7,72,1
1833,Giammaria Giuliani,Switzerland,pharmaceuticals,1.7,43,
1833,Ginia Rinehart,Australia,mining,1.7,34,
1833,Giuliana Caprotti,Italy,supermarkets,1.7,80,
1833,Henadiy Boholyubov,Ukraine,"banking, investments",1.7,59,5
1833,Henry Engelhardt,United States,insurance,1.7,63,4
1833,Hope Welker,Australia,mining,1.7,35,2
1833,Ion Tiriac,Romania,"banking, insurance",1.7,81,2
1833,Ivan Chrenko,Slovakia,real estate,1.7,53,
1833,Ivan Savvidis,Russia,agribusiness,1.7,62,2
1833,Jerry Reinsdorf,United States,sports teams,1.7,85,4
1833,Jia Tianjiang & family,China,non-ferrous metals,1.7,58,
1833,Jimmy John Liautaud,United States,sandwich chain,1.7,57,3
1833,John Hancock,Australia,mining,1.7,45,3
1833,Jorge Perez,United States,real estate,1.7,71,4
1833,Kagemasa Kozuki,Japan,video games,1.7,80,2
1833,Kim Sang-yeol,South Korea,construction,1.7,60,2
1833,Lee Joon-ho,South Korea,online games,1.7,56,2
1833,Lee Seo-hyun,South Korea,Samsung,1.7,47,4
1833,Lu Di,China,drones,1.7,,
1833,Lucy Stitzer,United States,Cargill,1.7,61,3
1833,Ma Xiuhui,China,LED lighting,1.7,50,
1833,Marc Andreessen,United States,venture capital investing,1.7,49,1
1833,Marina Caprotti,Italy,supermarkets,1.7,43,
1833,Markus Persson,Sweden,computer games,1.7,41,
1833,Megdet Rahimkulov & family,Russia,investments,1.7,75,3
1833,Mochtar Riady & family,Indonesia,diversified,1.7,91,6
1833,Narendrakumar Parekh,India,adhesives,1.7,83,3
1833,Nicholas Pritzker,United States,"hotels, investments",1.7,77,4
1833,Nicolas Berggruen,United States,investments,1.7,59,
1833,Patrick Hanrahan,United States,software,1.7,65,
1833,Paul Foster,United States,oil refining,1.7,63,2
1833,Pavel Tykac,Czechia,coal mines,1.7,56,4
1833,Peter Buck,United States,Subway sandwich shops,1.7,90,1
1833,Peter Szulczewski,Canada,e-commerce,1.7,39,
1833,Philip Fayer,Canada,online payments,1.7,,
1833,R.G. Chandramogan,India,dairy,1.7,,
1833,Rajju Shroff,India,agrochemicals,1.7,87,3
1833,Richard Chang,Taiwan,"real estate, electronics",1.7,74,
1833,Robert Friedland,United States,mining,1.7,70,3
1833,Robert Toennies,Germany,meat processing,1.7,42,
1833,Rufino Vigil Gonzalez,Mexico,steel,1.7,72,4
1833,Sabrina Benetton,Italy,"fashion retail, investments",1.7,47,3
1833,Said Gutseriev,Russia,"oil, retail",1.7,33,1
1833,Saket Burman,United Kingdom,consumer goods,1.7,44,
1833,Sarah MacMillan,United States,Cargill,1.7,67,3
1833,Sergei Katsiev,Russia,"retail, wholesale",1.7,63,2
1833,Shalom Meckenzie,Israel,â˜…,1.7,44,4
1833,Shao Genhuo,China,agribusiness,1.7,55,2
1833,Shao Qinxiang,China,diversified,1.7,66,
1833,Sheryl Sandberg,United States,Facebook,1.7,51,2
1833,Stewart Butterfield,Canada,messaging software,1.7,48,
1833,Theodore Rachmat,Indonesia,diversified,1.7,77,3
1833,Todd McKinnon,United States,software,1.7,49,2
1833,Tony Chen,Taiwan,electronics,1.7,71,
1833,Tung Ching Sai,China,manufacturing,1.7,56,
1833,Vasily Anisimov,Russia,real estate,1.7,69,4
1833,Vonnarat Tangkaravakoon,Thailand,"wire & cables, paints",1.7,49,
1833,Wang Junmin,China,pharmaceuticals,1.7,52,
1833,Wang Yanqing & family,China,carbon fiber products,1.7,55,
1833,Wu Ying,China,materials,1.7,57,
1833,Wu Yulan,China,pharmaceuticals,1.7,51,
1833,Xie Weitong,Taiwan,cobalt,1.7,64,
1833,Xu Xudong & family,China,auto parts,1.7,51,
1833,Yang Yunyun,China,retail,1.7,44,
1833,Ye Yanqiao,China,soy sauce,1.7,51,
1833,Yves-Loic Martin,France,laboratory services,1.7,55,
1833,Zeng Chaoyi,China,aluminum products,1.7,52,
1833,Zhang Guiping & family,China,real estate,1.7,69,1
1931,Ajay Parekh,India,adhesives,1.6,63,2
1931,Alexander Klyachin,Russia,real estate,1.6,53,2
1931,Alexandre Grendene Bartelle,Brazil,shoes,1.6,71,7
1931,Alfredo Egydio Arruda Villela Filho,Brazil,banking,1.6,51,
1931,Amit Burman,India,consumer goods,1.6,51,2
1931,Asok Kumar Hiranandani,Singapore,real estate,1.6,66,2
1931,"B. Wayne Hughes, Jr.",United States,storage facilities,1.6,60,
1931,Barry Silbert,United States,cryptocurrency,1.6,44,
1931,Bernhard Braun-Luedicke,Germany,medical technology,1.6,44,
1931,Bhadresh Shah,India,engineering,1.6,69,2
1931,Catherine Lozick,United States,valve manufacturing,1.6,76,
1931,Chen Kaichen,China,household chemicals,1.6,,
1931,Chen Qiongxiang,China,batteries,1.6,,
1931,Chen Xuehua,China,nonferrous,1.6,60,
1931,Chen Yung-tai,Taiwan,real estate,1.6,85,6
1931,Chen Zemin & family,China,food,1.6,78,
1931,Clemens Toennies,Germany,meat processing,1.6,64,
1931,Daniel Feffer,Brazil,pulp and paper,1.6,61,
1931,David Mindus,Sweden,real estate,1.6,49,1
1931,David Paul,United States,medical devices,1.6,54,
1931,David Zalik,United States,financial technology,1.6,47,3
1931,Deniz Sahenk,Turkey,diversified,1.6,75,2
1931,Ding Lieming & family,China,pharmaceuticals,1.6,57,
1931,Domenico Dolce,Italy,luxury goods,1.6,62,
1931,Donald Foss,United States,auto loans,1.6,76,2
1931,Eva Maria Braun-Luedicke,Germany,medical technology,1.6,34,
1931,Faisal Bin Qassim Al Thani,Qatar,"hotels, diversified",1.6,73,10
1931,Francisco Jose Riberas Mera,Spain,"steel, autoparts",1.6,56,3
1931,Friederike Braun-Luedicke,Germany,medical technology,1.6,37,
1931,G. Rajendran,India,jewellery,1.6,78,
1931,Gary Magness,United States,"cable TV, investments",1.6,67,3
1931,Geeta Gupta-Fisker,United Kingdom,â˜…,1.6,46,
1931,Heikki Herlin,Finland,"elevators, escalators",1.6,34,
1931,Henrik Fisker,United States,â˜…,1.6,57,
1931,Ho Hung Anh,Vietnam,"consumer products, banking",1.6,50,3
1931,Huang Zhengcong,Hong Kong,electronics,1.6,54,
1931,Ian Wood & family,United Kingdom,energy services,1.6,78,3
1931,Jean-Pierre Cayard,France,spirits,1.6,78,1
1931,Jenny LindÃ©n Urnes,Sweden,powdered metal,1.6,50,1
1931,Jiang Yintai & family,China,auto parts,1.6,70,
1931,Jorge Feffer,Brazil,pulp and paper,1.6,56,
1931,Juan Maria Riberas Mera,Spain,"steel, investments",1.6,52,5
1931,Ke Guihua,China,auto parts,1.6,55,
1931,Kentaro Ogawa,Japan,restaurants,1.6,72,
1931,Leonid Simanovsky,Russia,investments,1.6,71,1
1931,Lesley Bamberger,Netherlands,real estate,1.6,55,
1931,Li Li,China,pharmaceuticals,1.6,57,
1931,Li Zhen & family,China,lithium batteries,1.6,57,
1931,Liang Yanfeng & family,China,real estate,1.6,56,
1931,Lisa Draexlmaier,Germany,auto parts,1.6,30,
1931,Liu Yingqi,China,technology,1.6,44,
1931,Manuel Lao Hernandez,Spain,casinos,1.6,76,3
1931,Mao Lixiang & family,China,cooking appliances,1.6,80,
1931,Mario Moretti Polegato & family,Italy,shoes,1.6,68,1
1931,Massimo Moratti,Italy,oil refinery,1.6,75,5
1931,Michael Jordan,United States,"Charlotte Hornets, endorsements",1.6,58,5
1931,Michael Lee-Chin,Canada,mutual funds,1.6,70,5
1931,Miguel Fluxa Rossello,Spain,hotels,1.6,82,2
1931,Mohammed Dewji,Tanzania,diversified,1.6,45,3
1931,Myron Wentz,St. Kitts and Nevis,health products,1.6,81,3
1931,Nelson Peltz,United States,investments,1.6,78,10
1931,Ni Zugen,China,appliances,1.6,64,
1931,Niranjan Hiranandani,India,real estate,1.6,71,2
1931,Norbert Dentressangle,France,"transport, logistics",1.6,66,
1931,P.P. Reddy,India,infrastructure,1.6,63,2
1931,Pan Gang,China,dairy,1.6,50,
1931,Patricia Angelini Rossi,Chile,"forestry, mining",1.6,67,3
1931,Peter Sperling,United States,education,1.6,61,2
1931,Petro Poroshenko,Ukraine,confectionery,1.6,55,4
1931,Prachak Tangkaravakoon,Thailand,paints,1.6,77,4
1931,Robert Langer,United States,biotech,1.6,72,3
1931,Ruben Feffer,Brazil,pulp and paper,1.6,,
1931,Rubens Ometto Silveira Mello,Brazil,"sugar, ethanol",1.6,71,
1931,Ryan Cohen,Canada,investments,1.6,35,
1931,Sebastian Kulczyk,Poland,diversified,1.6,40,
1931,Shen Hua & family,United States,semiconductors,1.6,58,
1931,Shigefumi Wada,Japan,software,1.6,68,2
1931,Stefano Gabbana,Italy,luxury goods,1.6,58,
1931,Subhash Runwal,India,real estate,1.6,77,3
1931,Sun Weijie,China,oilfield equipment,1.6,57,1
1931,Susumu Fujita,Japan,internet media,1.6,47,1
1931,Tang Jianfang,China,packaged foods,1.6,,
1931,Tomas Olivo Lopez,Spain,shopping centers,1.6,47,3
1931,Tran Ba Duong & family,Vietnam,automotive,1.6,61,2
1931,Tseng Cheng,Taiwan,petrochemicals,1.6,59,2
1931,Tung Ching Bor,China,manufacturing,1.6,58,
1931,Wang Qinghua,China,electric equipment,1.6,55,
1931,Wang Xuechao,China,pharmaceuticals,1.6,,
1931,Wang Yiran,China,LCD main board,1.6,41,
1931,William Boyd,United States,"casinos, banking",1.6,89,3
1931,William Koch,United States,"oil, investments",1.6,81,6
1931,Wu Chaoqun,China,chemicals,1.6,51,
1931,Wu Yingming,China,batteries,1.6,54,
1931,Xie Bingkun & family,China,pearlescent pigments,1.6,54,
1931,Xiu Laigui,China,pharmaceuticals,1.6,66,2
1931,Yang Erzhu,China,real estate,1.6,70,
1931,Yang Lijuan,China,restaurants,1.6,43,
1931,Yao Kuizhang,China,beverages,1.6,56,
1931,Yu Peidi,Hong Kong,real estate,1.6,61,3
1931,Zhang Cheng Fei,China,paper & related products,1.6,53,
1931,Zhang Keqiang,China,real estate,1.6,61,
1931,Zhang Shilong & family,China,semiconductor,1.6,55,
1931,Zhang Xiaojuan,China,logistics,1.6,51,
1931,Zhang Yuanlin,China,real estate,1.6,45,
2524,Ahmet Nazif Zorlu,Turkey,diversified,1.1,76,3
2524,Alexander Knauf,Germany,building materials,1.1,46,
2524,Anne Gittinger,United States,Nordstrom department stores,1.1,85,2
2524,Anne Werninghaus,Brazil,industrial machinery,1.1,35,2
2524,Antonio Gallardo Ballart,Spain,pharmaceuticals,1.1,85,3
2524,Bai Houshan,China,lithium battery,1.1,57,
2524,Binny Bansal,India,flipkart,1.1,38,2
2524,Boris Zingarevich,Russia,"pulp and paper, diversified",1.1,61,2
2524,Bruce Mathieson,Australia,hotels,1.1,77,3
2524,Bruce Nordstrom,United States,Nordstrom department stores,1.1,87,3
2524,Cai Hongbin,China,pharmaceuticals,1.1,,
2524,Cao Jianwei,China,semiconductors,1.1,42,
2524,"Cargill MacMillan, III.",United States,Cargill,1.1,61,2
2524,Carl Thoma,United States,investments,1.1,72,2
2524,Carsten Maschmeyer,Germany,finance and investments,1.1,61,2
2524,Chanchai Ruayrungruang,China,real estate,1.1,67,
2524,Chang-soo Kim,South Korea,apparel,1.1,60,
2524,Charles Dunstone,United Kingdom,mobile phones,1.1,57,
2524,Chen Jiancheng,China,manufacturing,1.1,62,
2524,Chen Jinshi & family,China,"construction, real estate",1.1,58,
2524,Chen Yuantai,China,batteries,1.1,53,
2524,Cheng Antares,Hong Kong,liquor,1.1,63,
2524,Daisuke Sasaki,Japan,software,1.1,40,
2524,Dan Wilks,United States,natural gas,1.1,64,6
2524,Danna Azrieli,Israel,real estate,1.1,53,
2524,David Golub,United States,private equity,1.1,59,
2524,Donald Friese,United States,manufacturing,1.1,80,
2524,Edgar Sia II,Philippines,fast food,1.1,44,2
2524,Eduard Kucera,Czechia,software,1.1,68,2
2524,Eduardo Belmont Anderson,Peru,cosmetics,1.1,75,3
2524,Enrico Preziosi,Italy,toys,1.1,73,
2524,Eugene Wu,Taiwan,finance,1.1,76,3
2524,Fahed Hariri,Lebanon,"construction, investments",1.1,40,3
2524,Feng Yuxia,China,pharmaceuticals,1.1,56,
2524,Forrest Preston,United States,health care,1.1,88,
2524,Gao Xingjiang,China,steel,1.1,57,
2524,Gaston Glock & family,Austria,guns,1.1,92,3
2524,Gennady Kozovoy,Russia,coal,1.1,69,2
2524,George Yancopoulos,United States,pharmaceuticals,1.1,61,2
2524,Guo Jianqiang,China,Electrical appliances,1.1,53,
2524,Hary Tanoesoedibjo,Indonesia,media,1.1,55,5
2524,Hedda im Brahm-Droege,Germany,investments,1.1,66,
2524,Henry Davis,United States,beef processing,1.1,70,
2524,Hiroshi Ishibashi,Japan,tires,1.1,74,3
2524,Ho Kuang-chi,Taiwan,restaurants,1.1,58,
2524,Hu Rongda & family,China,chemicals,1.1,62,
2524,Huang Qiaolong & family,China,tourism,1.1,61,
2524,Igor Yusufov,Russia,oil & gas,1.1,64,2
2524,Jack Schuler,United States,pharmaceuticals,1.1,80,3
2524,Jan Van Geet,Belgium,real estate developer,1.1,50,
2524,Jiang Xuefei & family,China,printed circuit boards,1.1,51,
2524,Jin Lei & family,China,medical equipment,1.1,55,
2524,John Bicket,United States,sensor systems,1.1,41,2
2524,John MacMillan,United States,Cargill,1.1,71,4
2524,John Martin,United States,pharmaceuticals,1.1,,2
2524,John McConnell & family,United States,steel,1.1,67,3
2524,Jorge Gallardo Ballart,Spain,pharmaceuticals,1.1,79,3
2524,Kenji Kasahara,Japan,social network,1.1,45,
2524,Lai Baosheng,China,consumer technology,1.1,,
2524,Lai Guogui & family,China,machinery,1.1,57,2
2524,Lam Lung On & family,China,real estate,1.1,56,
2524,Lee Ho-jin,South Korea,diversified,1.1,58,2
2524,Lee Joong-keun,South Korea,"construction, real estate",1.1,80,4
2524,Li Qiong,China,online games,1.1,43,
2524,Li Wenmei & family,China,medical equipment,1.1,58,
2524,Lim Hariyanto Wijaya Sarwono,Indonesia,"palm oil, nickel mining",1.1,92,7
2524,Liu Shenghui,China,infant formula,1.1,,
2524,Lloyd Blankfein,United States,banking,1.1,66,3
2524,Lou Boliang & family,United States,pharmaceuticals,1.1,57,
2524,Low Tuck Kwong,Indonesia,coal,1.1,73,2
2524,Lu Weiding,China,diversified,1.1,50,
2524,Lv Yongxiang,China,magnetic switches,1.1,71,
2524,M.Satyanarayana Reddy,India,pharmaceuticals,1.1,63,2
2524,Madeleine Olsson Ericksson,Sweden,diversified,1.1,76,
2524,Manfredi Lefebvre d'Ovidio,Italy,cruises,1.1,68,1
2524,Martha MacMillan,United States,Cargill,1.1,69,5
2524,Martin Knauf,Germany,building materials,1.1,,
2524,Mats Paulsson & family,Sweden,construction,1.1,77,
2524,Mehmet Sinan Tara,Turkey,construction,1.1,62,3
2524,Michael S. Smith,United States,liquefied natural gas,1.1,65,2
2524,Michiel Le Roux,South Africa,banking,1.1,71,
2524,Ming Hsieh,United States,Fulgent Genetics,1.1,65,2
2524,Mitchell Jacobson,United States,industrial equipment,1.1,70,
2524,Mohammed Ibrahim,United Kingdom,communications,1.1,75,2
2524,Nancy Lerner,United States,"banking, credit cards",1.1,60,5
2524,Naomi Azrieli,Canada,real estate,1.1,55,
2524,Neerja Sethi,United States,"IT consulting, outsourcing",1.1,66,2
2524,Norma Lerner,United States,banking,1.1,85,2
2524,Ou Xueming,China,real estate,1.1,72,
2524,Paul Fireman,United States,Reebok,1.1,77,3
2524,Peng Hao,China,electronics,1.1,53,
2524,Polys Haji-Ioannou,Cyprus,EasyJet,1.1,61,2
2524,Pu Shulin,China,TV shows,1.1,65,
2524,Qiu Lingyun,China,consumer technology,1.1,45,
2524,Radhe Shyam Agarwal,India,consumer goods,1.1,76,3
2524,Radhe Shyam Goenka,India,consumer goods,1.1,75,3
2524,Rahul Gautam,India,mattresses,1.1,68,1
2524,Randolph Lerner,United States,"banking, credit cards",1.1,59,4
2524,"Ricardo Po, Sr. & family",Philippines,canned food,1.1,90,4
2524,Richard Fortin,Canada,convinience stores,1.1,72,
2524,Richard Kayne,United States,investments,1.1,75,3
2524,Robert Knauf,Germany,building materials,1.1,,
2524,Ron Corio,United States,solar,1.1,59,2
2524,Ruan Hongxian & family,China,pharmaceuticals,1.1,54,
2524,Sanjit Biswas,United States,sensor systems,1.1,39,3
2524,Sehat Sutardja,United States,semiconductors,1.1,59,2
2524,Sekar Vembu,India,business software,1.1,49,
2524,Sharon Azrieli,Canada,real estate,1.1,60,
2524,Shin Dong-guk,South Korea,pharmaceuticals,1.1,71,
2524,Shirou Terashita,Japan,investor relations consulting,1.1,62,
2524,Simona Giorgetta,Italy,chemical products,1.1,44,
2524,Soichiro Fukutake,Japan,education,1.1,75,1
2524,Su Rubo,China,real estate,1.1,66,
2524,Sun Xishuang,China,real estate,1.1,67,
2524,Sunil Vachani,India,electronics,1.1,52,2
2524,Susanto Suwarto,Indonesia,media,1.1,65,
2524,Takanori Nakamura,Japan,cloud software,1.1,48,
2524,Tan Eng Kee,Malaysia,factory equipment,1.1,51,3
2524,Tan Yu Wei,Malaysia,retail,1.1,48,
2524,Thomas Bruch,Germany,retail,1.1,71,3
2524,Tony Zhao,China,software,1.1,49,
2524,Trudy Shan Dai,China,e-commerce,1.1,45,
2524,Tseng Sing-ai,Taiwan,petrochemicals,1.1,,
2524,Vera Rechulski Santo Domingo,Brazil,beer,1.1,72,2
2524,Wang Han,China,airline,1.1,33,
2524,Wang Jianliang,China,consumer technology,1.1,45,
2524,Wang Kunxiao,China,oilfield equipment,1.1,51,
2524,Weili Dai,United States,semiconductors,1.1,59,2
2524,Wen Pengcheng & family,China,agribusiness,1.1,58,
2524,Wen Yibo & family,China,wastewater treatment,1.1,55,1
2524,William MacMillan,United States,Cargill,1.1,66,
2524,Wong Hei & family,China,conglomerate,1.1,59,
2524,Wong Hong King,China,real estate,1.1,59,
2524,Wu Chung-yi,Taiwan,manufacturing,1.1,65,
2524,Wu Eddie Yongming,China,e-commerce,1.1,46,
2524,Wu Wei,China,education,1.1,53,
2524,Xiao Guoqing,China,education,1.1,52,
2524,Yao Lisheng,China,electronics,1.1,,
2524,Yasseen Mansour,Egypt,diversified,1.1,59,4
2524,Yoshikazu Tanaka,Japan,social network,1.1,44,
2524,Yu Faxiang,China,"tourism, cultural industry",1.1,49,
2524,Yuan Jinhua,China,manufacturing,1.1,62,
2524,Zan Shengda,China,diversified,1.1,58,
2524,Zeng Huansha,China,real estate,1.1,53,
2524,Zhang Xuewu,China,snacks,1.1,46,
2524,Zhang Yuxiang & family,China,apparel,1.1,56,
2524,Zhao Tongtong,Canada,hotels,1.1,54,
2524,Zhong Peifeng,United States,semiconductor,1.1,58,
2524,Zhou Ping & family,China,utilities,1.1,58,
2524,Zhou Yahui,China,online games,1.1,44,
1664,Alexis LÃª-QuÃ´c,United States,cloud computing,1.9,,
1664,Anand Mahindra,India,diversified,1.9,66,2
1664,Andrey Andreev,United Kingdom,online dating,1.9,47,
1664,Andrey Blokh,Russia,cannabis,1.9,57,3
1664,Anita Zucker,United States,chemicals,1.9,69,3
1664,Arthur Irving,Canada,oil,1.9,91,5
1664,Aziz Akhannouch & family,Morocco,"petroleum, diversified",1.9,60,3
1664,Beda Diethelm,Switzerland,hearing aids,1.9,80,
1664,Benoit Dageville,United States,software,1.9,54,2
1664,Bill Haslam,United States,gas stations,1.9,62,3
1664,Brian Roberts,United States,Comcast,1.9,61,3
1664,Bulent Eczacibasi,Turkey,"pharmaceuticals, diversified",1.9,71,2
1664,Changpeng Zhao,China,cryptocurrency exchange,1.9,45,
1664,Chen Shiliang,China,polyester,1.9,57,
1664,Chen Tei-fu,Taiwan,herbal products,1.9,73,5
1664,Christopher Kwok,Hong Kong,real estate,1.9,35,1
1664,Christopher Rokos,United Kingdom,hedge fund,1.9,50,
1664,Chung Yong-jin,South Korea,retail,1.9,52,4
1664,David Teoh & family,Australia,telecom,1.9,65,4
1664,Edward Kwok,Hong Kong,real estate,1.9,40,
1664,Ermirio Pereira de Moraes,Brazil,diversified,1.9,88,7
1664,Evgeny (Eugene) Shvidler,United States,"oil & gas, investments",1.9,,
1664,Felix Baker,United States,biotech investing,1.9,52,
1664,Francois Feuillet,France,"motorhomes, RVs",1.9,72,
1664,Frank Slootman,United States,software,1.9,62,2
1664,Fred Ehrsam,United States,cryptocurrency exchange,1.9,32,
1664,Gao Yi & family,China,pharmaceuticals,1.9,52,
1664,Gao Yu,China,information technology,1.9,,
1664,Gordon Wu,Hong Kong,real estate,1.9,85,4
1664,Hamilton James,United States,investments,1.9,69,3
1664,Huang Jiangji,Hong Kong,smartphones,1.9,,
1664,Ipek Kirac,Turkey,diversified,1.9,36,
1664,James Dinan,United States,hedge funds,1.9,61,3
1664,Jiang Zhaobai,China,real estate,1.9,57,
1664,Joao Alves de Queiroz Filho,Brazil,pharmaceuticals,1.9,68,3
1664,Josef Boquoi & family,Germany,frozen foods,1.9,87,3
1664,Julian Baker,United States,investing,1.9,54,
1664,Ke Jinlong & family,China,retailing,1.9,,
1664,Ke Kangbao & family,China,retailing,1.9,58,
1664,Kevin Systrom,United States,Instagram,1.9,37,1
1664,Kurt Krieger,Germany,furniture retailing,1.9,73,3
1664,Lachhman Das Mittal,India,tractors,1.9,90,5
1664,Larry Robbins,United States,hedge funds,1.9,51,4
1664,Lee Bass,United States,"oil, investments",1.9,64,
1664,Li Guangyu,China,education,1.9,57,
1664,Li Hongjing,China,auto parts,1.9,53,
1664,Li Jiaquan,China,chemicals,1.9,57,
1664,Li Min,China,semiconductor,1.9,55,
1664,Lin Dingqiang & family,Hong Kong,real estate,1.9,54,
1664,Louise Lindh,Sweden,investments,1.9,41,
1664,Maria Helena Moraes Scripilliti,Brazil,diversified,1.9,90,4
1664,Mark Dixon,United Kingdom,office real estate,1.9,61,5
